start_hhmmss,end_hhmmss,text
00:10:46,00:10:51,"or to the side of the letters. Is that right? Yeah, yeah, yeah. And trying to work out, I mean, I can't"
00:10:51,00:10:57,read Ty at all. Trying to work out where one word begins and when one word ends is like kind of
00:10:57,00:11:02,"impossible. It's just, it's just like, it's just an endless stream of squiggly characters. Yeah,"
00:11:02,00:11:06,why haven't they fixed that? Because I would say that the rest of the world has now come up with a
00:11:06,00:11:10,system where it is easy to distinguish words. We used to have the endless stream in like early
00:11:10,00:11:15,"middle ages. And Tylan, it does seem a bit stubborn that you're sticking with the normal spaces"
00:11:15,00:11:19,"between words. Here's the thing, if you're a natural speaker, you can work out where the spaces"
00:11:19,00:11:24,are quite easily because certain symbols for vowels are in certain parts of the words and they
00:11:24,00:11:30,always are. This is quite easy to work out. But there was a study in 1997 from a couple of people
00:11:30,00:11:37,at the University of Nottingham and they tried it out. So they got some Thai sentences and they put
00:11:37,00:11:44,spaces for one of the sentences and didn't put spaces in the other one and they gave it to Thai people
00:11:44,00:11:49,"and said, can you read this? Of course, they could. How quickly can you read it? And yeah, but basically,"
00:11:49,00:11:55,"the idea is, if you're used to it, maybe you can do it without the spaces better and the spaces"
00:11:55,00:11:59,actually put you off or did the people actually find the spaces you use for what you think?
00:11:59,00:12:03,"But let's say they found it useful. Yeah, I guess I've come down pretty hard on that side."
00:12:03,00:12:08,I'm going to say that they found it easier without the spaces just because they're used to it.
00:12:08,00:12:12,"Well, that's what I would have thought as well, but actually they found that the spaces were"
00:12:12,00:12:18,"more useful. Yeah, so much useful. Well, I hate to say my point. So the white man was correct,"
00:12:18,00:12:28,"all alone. Now, let we're not that kind of. But yeah, and there's also a mark in Thai called the"
00:12:28,00:12:36,"fanficat, which would be really useful for us, which is when a letter is silent, you put this little"
00:12:36,00:12:41,"mark on it. So let's say you had the word knife, you could just put a little squiggle next to the"
00:12:41,00:12:46,K and everyone would know not to say the K. Wouldn't that be useful? We just have to use it in every
00:12:46,00:12:51,word so many times though in English. You have some like English village names where you've got
00:12:51,00:12:57,"50 of these, wouldn't you? Yeah, exactly. But actually, so it's Thanficat, like I say, the mark to make a"
00:12:57,00:13:02,"letter silent, but it also means execution by beating one to death with a stick. It's not too mean."
00:13:02,00:13:11,"Feels unlikely that those two would ever get mixed up in a hilarious way. If Andy was here, he'd say,"
00:13:11,00:13:20,"""I feel a format coming on."" I was looking into notable people from Thailand and I discovered,"
00:13:20,00:13:25,"I think one of the most famous people on our planet is Haftai, and I just never knew that. So who do"
00:13:25,00:13:31,you think the most famous Thai person is? And they're Haftai. Sorry. Haftai. The most famous person
00:13:31,00:13:35,"is Donald Trump, and that would be astonishing. No, no, the most famous person who is Thai. Yes."
00:13:36,00:13:41,So I think that was an essential element. Tiger Woods is Haftai. Correct. Is that correct? He was
00:13:41,00:13:47,"out the run. Yeah, okay. The clues in his name. That's really good. Tiger Woods. Yeah, son of a Thai"
00:13:47,00:13:55,"woman called Tida Woods. It's pronounced Tida, but it's basically Tida. And it's really fascinating. He's"
00:13:55,00:14:02,"got quite a mix in his family. So he is one quarter Thai, one quarter Chinese, one quarter Caucasian,"
00:14:02,00:14:09,"one eighth African American, and one eighth Native American. He calls himself Cablinasian,"
00:14:09,00:14:14,which is a term he coined for Caucasian black American Indian and Asian. So that's how he refers to
00:14:14,00:14:18,"himself. It sounds like an Asian. Yeah, right. It sounds how he would refer to himself when he'd"
00:14:18,00:14:23,"been caught driving. Yeah. Well, Sean. At this, it's like, I'm Cablinasian. He's probably had to"
00:14:23,00:14:28,"back invent that video when he was off later by the press. No, no, I've always called it that."
00:14:29,00:14:35,"But I looked into it and there's basically no national footprints of Tiger Woods there. As in,"
00:14:35,00:14:39,there's no statues. There's no buildings. There's no roads as far as I can tell that are named after him.
00:14:39,00:14:44,It doesn't seem like they've connected him to the country and the only statue I could find because
00:14:44,00:14:50,actually there is one. It's in a restaurant called cabbages and condoms. And it's a condom themed
00:14:50,00:14:57,restaurant. And it is a condom built Tiger Woods. It's just packets of condoms and he's holding a
00:14:57,00:15:03,"golf club. And then there's a sign that says, did you use them Tiger next to the statue? That's the only"
00:15:03,00:15:08,"one that I could find it. What a legacy. Yeah, cabbages and condoms. Great restaurant, by the way."
00:15:08,00:15:12,"But this theme is just condoms so that actually it should be called condoms. No, the point was is"
00:15:12,00:15:18,that it was trying to show that family planning and protection was not being part of the education
00:15:18,00:15:24,"of the people in Thailand, particularly during the AIDS pandemic and HIV pandemic. So he was saying"
00:15:24,00:15:29,"the owner of this restaurant, it should be as accessible and easy to talk about as cabbages at a"
00:15:29,00:15:33,"grocery store. You should be able to buy condoms like you buy cabbages. Yes, they call the cabbages"
00:15:33,00:15:38,"and condoms. I see, I never buy cabbages. Because they don't put the cabbages behind the counter."
00:15:38,00:15:45,"Do they? No, they should. It's got a big basket full of condoms. Can I have her three cabbages?"
00:15:45,00:15:51,"I have to say, when you're a call to something, it is like not being something. I'm a call to"
00:15:51,00:15:56,"Polish and I don't think, as yet, there's a giant, there should be, but a giant statue of me in"
00:15:56,00:16:04,Krakow as one of four members of a moderately okay podcast in Britain. So... I think Tiger was
00:16:04,00:16:09,possibly one of the most recognised names globally. I won't hear it down. I'm sorry. I hear that Tiger
00:16:09,00:16:21,"was more famous than I am. Okay, it is time for fact number two and that is my fact. My fact this"
00:16:21,00:16:27,week is that soft shell crabs aren't actually species. They're just a crab in between houses.
00:16:27,00:16:33,This is to me mind-blowing. I thought soft shell crab was just a type of crab that existed and
00:16:33,00:16:38,"that's what I was eating in restaurants. But yeah, it's basically because they're continuing to grow"
00:16:38,00:16:43,in the shells too small for them. So they'll malt. They'll get rid of this hard shell. And it's
00:16:43,00:16:48,quite a fun process because they shed it by taking water in and breaking it up and they've
00:16:48,00:16:52,"shoot it out basically as it's crumbling. Yeah, like I'm the Hulk. Is it the Hulk who like goes"
00:16:52,00:16:59,and gets bigger and bigger and burst out of his skin? No. Out of his clothes. And his clothes maybe.
00:16:59,00:17:03,I think it's not too far off of that because it's swelling up and then breaking and then they
00:17:03,00:17:07,"sort of find the cracks in their shell and sort of pull themselves out, like sort of backwards"
00:17:07,00:17:11,"out of the back of their shells. Yes, but I think Hulk expands. He doesn't shatter his outer"
00:17:11,00:17:17,"leg of the human. Bruce Banner doesn't go flying everywhere in the walls. Yeah, no, so it basically"
00:17:17,00:17:23,"before the hard shell has disappeared, there's a sort of very soft shell that's ready to harden."
00:17:23,00:17:28,And fishermen go for the exact moment. They capture them and then that's soft shell crab.
00:17:28,00:17:34,"So and then they sell it as meat, right? So if you go to a restaurant in America say you could get"
00:17:34,00:17:38,hard shell crab or soft shell crab and the hard shell one you have to dig out the meat and the
00:17:38,00:17:44,"soft one you don't, is that right? Yes, exactly. That's basically the difference, but potentially you're"
00:17:44,00:17:49,eating these same species. You're just eating their brother who was molting faster than the other one.
00:17:49,00:17:56,It could be both at the same time because the female will always mate with a male immediately
00:17:56,00:18:03,after her own shedding. So she sheds her shell and then a male comes over and has sex with her.
00:18:03,00:18:08,And that if you are a fisherman is the perfect time because you can get a soft shell and the hard
00:18:08,00:18:12,shell at the same time and then you can sell them both to the restaurant and they get two for one.
00:18:12,00:18:17,And then you can make ethical eaters feel better because you can say they died doing what they
00:18:17,00:18:24,"loved. And the window you've got is so brief, hadn't realised because when it's because so the"
00:18:24,00:18:29,the gal's molting and she wants to grow her new exercise garden as fast as possible. Apparently
00:18:29,00:18:35,it's got to be three hours after they've molted is the right time because you need the shelter
00:18:35,00:18:41,of hardened just enough that it's not so soft that it's going to die in transit but it can't
00:18:41,00:18:46,have hardened enough that you can't chew down and get that nice soft texture. So they spy on these
00:18:46,00:18:50,crabs just waiting for the moment and then they have to dive in exactly the right time. But also
00:18:50,00:18:55,when they're soft shell they like kind of hide in little nooks and crannies because obviously for
00:18:55,00:19:01,predators that's a really good time to eat them as well. Not just those being predators. I mean like
00:19:01,00:19:07,animal kingdom predators. So in actual fights it's really hard to catch them. So what they tend to do
00:19:07,00:19:12,is the soft shell crabs these days they will farm them because then you don't have to go digging
00:19:12,00:19:16,through nooks and crannies. Right. Yeah. Get your hard shell taken to your farm way through it to
00:19:16,00:19:21,shed and then get it. But it's kind of why we farm all animals isn't it? Well it's what we said
00:19:21,00:19:24,in thousands of years ago we were like you know what these cows really hard to catch. Yes.
00:19:26,00:19:32,In a field with a fence. Easy. These hard shell crabs that we're talking about there's a few
00:19:32,00:19:37,different species. So one of them is the blue crab and you know where you find the blue crab where
00:19:37,00:19:44,they're often fish. Yeah you get them in America but you also get them right by James Bond Island
00:19:44,00:19:49,which is in Thailand. Which is the other thing that's been named after James Bond as a result of the
00:19:49,00:19:54,man with the golden gun because that was the island where the villain lived and it's full of blue
00:19:54,00:19:59,crabs that are used to soft shell crabs. Now you also get some blue crabs in the Mediterranean which
00:19:59,00:20:02,is a problem because they're not they're more not meant to be there because they're invasive.
00:20:02,00:20:05,They're super aggressive blue crabs are. How are they? What are they taking on? They're taking
00:20:05,00:20:09,another crab. Yeah and I think also they're on the north side of the Mediterranean or the Italians
00:20:09,00:20:14,and so on. They don't have a culture of eating them so they don't really eat them and on the southern
00:20:14,00:20:20,coast of the Mediterranean many Muslims consider them to be heram as well. So nobody humans aren't really
00:20:20,00:20:25,eating them at all in the Mediterranean. Yeah we get them in Montenegro where my parents in Lola have
00:20:25,00:20:31,there's a big sort of bay there and all of the local crabs have got and it's just really
00:20:31,00:20:37,left. Really? No one eats them. No one wants to eat them. We should say this is probably
00:20:37,00:20:43,insensitive you buddy because you actually want the crab museum which is all about devoting itself to
00:20:43,00:20:47,crabs and we're just talking about delicious there. What's the museum position on eagle? I mean that's
00:20:47,00:20:52,the thing I think in eating invasive species is morally different to eating in like an endangered
00:20:52,00:21:01,species. I mean yeah if you're in Montenegro fill up on blue crabs I think. I mean I don't really
00:21:01,00:21:06,I don't try not to eat meat where it's possible but I mean I think there is a bit of a moral difference
00:21:06,00:21:11,and there's not like our green shore crabs from the UK are invasive on both coasts of the US as well
00:21:11,00:21:14,and there would be problem there and then the Americans are also like what do we do with these things?
00:21:14,00:21:18,We've never eaten them before. Oh really? Yeah you have to teach a human to eat stuff. Humans just
00:21:18,00:21:22,want to eat stuff. I say humans people just want to eat stuff you know they're grandmother cooked them
00:21:22,00:21:28,more than just an emotional attachment to it. It's like if like if in our shops suddenly a lot of
00:21:28,00:21:33,invasive pinto beans came over and took over all of our hines baked beans no one would want to eat
00:21:33,00:21:39,them. It's such a good point. It's exactly that. It's a good point because the way everyone looks
00:21:39,00:21:43,at me suggested it might not have been a good point. I think the way to make someone stop talking is
00:21:43,00:21:52,sometimes just to say good points. What did they say to do with my kids? Wow. So
00:21:52,00:22:00,but go back to crabs molting. You're right that yeah many crabs hide when they're molting. Other
00:22:00,00:22:05,"crabs that spider crabs molting huge piles so you'll get like 100,000 individuals say or more"
00:22:05,00:22:11,and they're all malt and gigantic sort of heaps underwater and the softest ones are right in the
00:22:11,00:22:15,middle and then as they harden up they get pushed out to the edge and then the ones on the edge are
00:22:15,00:22:19,sort of almost hardened to get thrown. So they all kind of sort of look after each other. It's a bit
00:22:19,00:22:23,like you know the sort of penguins that take it in turns to go on the cold edge of the ball. Yeah
00:22:23,00:22:27,and yeah the spider crabs do that and it's also basically a giant orgy because when they've all
00:22:27,00:22:32,molted they're all shagging in the middle of the pile. You see when you sit at the stars like oh
00:22:32,00:22:36,everyone's so nice they're looking after the ones in the middle. Now it sounds like a big old pile
00:22:36,00:22:42,yeah because the shells would be on top of them so if you looked at it you'd be like oh it's
00:22:42,00:22:47,just a bunch of crabs hanging out but underneath. Yeah they're shagging away. Yeah and there's
00:22:47,00:22:51,that sort of undercurrents and there's sort of like really soft shagging crabs in the center
00:22:51,00:22:55,and then and then they sort of harden up and get pushed further out and presumably at some point
00:22:55,00:22:59,they stop shagging. It's ironic though you think that the harder you get the less likely you are to
00:22:59,00:23:04,have sex. Yeah well crabs so crabs have often have two vaginas and then when they're hard you
00:23:05,00:23:14,that's true James. So yeah Bernie. What happens to the exoskeletons then? Because that's a huge
00:23:14,00:23:18,mound. Yeah animals will eat them or they'll just kind of break down into sand and sort of just
00:23:18,00:23:24,general stuff at the bottom of the sea. Yeah. We haven't worked out how to use that for some kind of
00:23:24,00:23:28,handbag or something. Building material. Yeah we're placing concrete in that. Well there is
00:23:28,00:23:35,height. So crabs shells are made out of kiting and there's a new treatment for like bullet holes
00:23:35,00:23:40,because kiting's got a thing where it's like extremely absorbent. It swells up loads in his antibacterial
00:23:40,00:23:45,and stuff. Do you mean bullet holes in people or bullet holes in really? To make these like plugs
00:23:45,00:23:48,and it's like a new thing that they're using in hospitals for like gunshot wounds and sort of stab
00:23:48,00:23:55,wounds and stuff but it's derived from crab shells and it swells up inside the wound and blocks
00:23:55,00:24:00,off all of the capillaries and prevents further bleeding. That's amazing. There's your hospital next to
00:24:00,00:24:07,you guys. There's this theory that everything's going to become a crab isn't there? Carcinization.
00:24:07,00:24:12,There's it and people are really into it I think because like evolutionary theories they're
00:24:12,00:24:18,really into it. I think as crabs have evolved five times. Yes. At least five times. I also read
00:24:18,00:24:24,an article that said let me just read this. Experts at Crab Museum in Margates say they now have
00:24:24,00:24:31,people coming in every day questioning if humans really will end up sprouting claws. First of all
00:24:31,00:24:34,is that true? Yeah it's a pretty common thing people come out to us and be like oh yeah so I heard
00:24:34,00:24:40,we're all turning into crabs. When's it happening go give me your tie prediction. Then come in going
00:24:40,00:24:44,I might as well be here because I'm going to turn into a crab. This is the crab museum. I'll
00:24:44,00:24:47,just wait here until it happens. You've got to be be ahead of the curve right? Do they all come
00:24:47,00:24:54,inside? Yeah. So this is crustaceans all seem to turn into crabs. I'm human with quite far from
00:24:54,00:25:00,crustaceans and also even though that's happened five times decarcinization. It's happened at least
00:25:00,00:25:05,seven times in evolution as in things turning away from crab. So it seems like even if things visit
00:25:05,00:25:10,crabdom as an existence they then decide against it and move on. So you're saying no is your
00:25:10,00:25:15,prediction. I'm going to say no to that crustaceans do turn into into crabs but yeah crabs also turn
00:25:15,00:25:20,into shrimp and prawns turn into lobsters and blah blah blah blah and that's all sort of pretty fluid
00:25:20,00:25:26,all of this takes a really long time millions of years and the word crab obviously doesn't predate
00:25:26,00:25:30,humans being a thing and we've only been around for you know three hundred thousand years or whatever.
00:25:30,00:25:36,So what we define to be a crab this is sort of a slightly wafty answer but we define crabs basically
00:25:36,00:25:42,off of vibes. Crab isn't really a thing. No such thing as a crab. There is legit that's my new
00:25:43,00:25:50,rival on car. We're going to take you all down yeah. But yeah no there is no such thing as a crab
00:25:50,00:25:54,and you can say a crab is turning into lobster you can say a lobster is turning into a prawn or a
00:25:54,00:25:58,shrimp or whatever it depends how you'd find the animals and there seems to be that generally
00:25:58,00:26:02,people are defining this as you've got a big hard shell on top that covers everything up and your
00:26:02,00:26:07,eyes retreat into yourself right. Yes but then there's also in the crab world it's hotly debated
00:26:07,00:26:13,whether or not things like hermit crabs are crabs there's true crabs which are brachioran crabs
00:26:13,00:26:18,which are kind of the kind of classic crabs that you'd imagine then there's like coconut crabs
00:26:18,00:26:24,squat lobsters snow crabs or king crabs I can't remember one of them missing a set of legs and
00:26:24,00:26:29,then Savannah moorans like hermit crabs that are strictly speaking not crabs depending on who you
00:26:29,00:26:33,ask. I think we're I'm pretty inclusive though I think I would include all of them as crabs.
00:26:33,00:26:38,Weirdly on QI I don't know if we ever did it but I definitely wrote this question which was name a
00:26:38,00:26:44,type of crab because pretty much all the ones that people be able to bring to mind like hermit crabs
00:26:44,00:26:50,or horseshoe crabs or whatever are not true crabs. Genital? Genital crabs? No they're insects.
00:26:50,00:26:55,Mine thing. All right. Tomorrow it's hoping to turn into one of those.
00:26:55,00:27:05,I found a few different crab inspired things and I want to quiz and see if any of you guys know
00:27:05,00:27:09,what they are. So here we go. Does anyone know what a crab landing is?
00:27:09,00:27:17,Crab landing. Crab landing. So something is landing. A craft may be a helicopter because they look
00:27:17,00:27:22,a bit like crabs don't they? Yeah. And they do it. All of these things going to be just they do
00:27:22,00:27:28,things sideways because it kind of feels like there you go it is. It's not helicopters it's airplanes.
00:27:28,00:27:34,So when an airplane is landing you know sometimes you'll see videos online of heavy storms and
00:27:34,00:27:39,planes landing in them but the plane is positioned on a diagonal angle as they're coming and then what
00:27:39,00:27:43,they do right at the last second is they turn it back so that the wheels are landing straight
00:27:43,00:27:47,as they're coming in. I suppose because you always have to land into a headwind so you would have
00:27:47,00:27:53,to do it that way if there's a crosswind on the... Okay. Yeah. Strip I suppose. Yeah. There is crab
00:27:53,00:28:02,scratching. Okay we might be down to genitals again. Now this is a DJ method. So it's when you are
00:28:02,00:28:07,doing you're combining rapid hand movements on the vinyl itself as well as the crossfader. So a really
00:28:07,00:28:13,quick scratch movement. Yeah that was James just so the audience at home know we didn't have a mixed
00:28:13,00:28:20,master mic with us in the studio today. Cheers Mike. Thank you. That'll be all. And then the last one
00:28:20,00:28:27,is ejector crab. Sideways ejection. Yeah though it's in rowing it's when someone's or you catch a crab.
00:28:27,00:28:33,Yeah we have done this. We've caught crabs haven't we? Yeah it's when you put in the oil when it's
00:28:33,00:28:37,going the wrong way and it gets kind of flipped out of the water. Yeah extreme ejector crab is when
00:28:37,00:28:43,you get flipped out of the boat because the the hole is so great in the water. But then you can't enter
00:28:43,00:28:50,the pole vault with that move. That would be a great combo Olympic sport. It should happen.
00:28:50,00:28:58,Crab's testes and ovaries swell and shrink with the moon I believe. That's a good one too. That
