start_hhmmss,end_hhmmss,text
00:04:28,00:04:30,"then at the top of it, a little brass frog,"
00:04:30,00:04:34,"and you bang the drum, and when the brass frog fell off,"
00:04:34,00:04:35,"whatever animal it landed on,"
00:04:35,00:04:38,whatever animal the frog chose was the one that you had to kill.
00:04:38,00:04:39,- That's great.
00:04:39,00:04:41,"- It's like a wheel of fortune kind of thing, isn't it?"
00:04:41,00:04:42,- Yes.
00:04:42,00:04:44,"- You're not proposing taking this action,"
00:04:44,00:04:47,so it's like a ritual of putting it on ITV at prime time.
00:04:47,00:04:48,- I'm afraid I am.
00:04:48,00:04:51,"Well, which of these celebrities will we sacrifice?"
00:04:51,00:04:57,"- These images that you said and the Sami sort of would,"
00:04:57,00:05:00,"once they started getting persecuted by the missionaries,"
00:05:00,00:05:02,"they would like say, oh, this isn't a reindeer,"
00:05:02,00:05:04,this is a cross.
00:05:04,00:05:06,And they would slightly sort of change all the drawings
00:05:06,00:05:08,to make them more Christian in the hope
00:05:08,00:05:10,that they wouldn't get taken.
00:05:10,00:05:11,But they did all pretty much all get taken.
00:05:11,00:05:13,There's not that many of them left.
00:05:13,00:05:14,"- I mean, I heard much of the Sami,"
00:05:14,00:05:18,"but I realized a kind of classic fact is to do with the Sami,"
00:05:18,00:05:20,"which is the word Paul Roncoo Semmer,"
00:05:20,00:05:22,which is the distance a reindeer can travel
00:05:22,00:05:24,before it needs to stop and urinate.
00:05:24,00:05:26,- That's kind of a classic thing
00:05:26,00:05:28,"that you see online, Susie Dent tweets about that word"
00:05:28,00:05:29,quite often.
00:05:29,00:05:31,"- But as a reindeer age, is that distance well shrugged?"
00:05:31,00:05:32,You know?
00:05:32,00:05:33,- Yes.
00:05:33,00:05:34,"- Yeah, yeah, yeah."
00:05:34,00:05:35,- Many of your middle aged male reindeer
00:05:35,00:05:39,will stop just in case it's nice to have stopped when you can.
00:05:39,00:05:42,"- Also, like your reindeer will walk for a long time"
00:05:42,00:05:43,"and then once they break the seal,"
00:05:43,00:05:45,then that's gonna be a move just like that.
00:05:45,00:05:46,- How would I say breaking the seal?
00:05:46,00:05:48,I don't mean like with a cleverer.
00:05:48,00:05:52,The missionaries really didn't like the way
00:05:52,00:05:55,the Siberians used their own urine to guide the reindeer.
00:05:55,00:05:57,Because what they would do is they would urinate
00:05:57,00:06:00,"into a seal skin, carry it around with them."
00:06:00,00:06:02,"And then if the reindeer wandered off,"
00:06:02,00:06:05,you would pour a bit of your urine on the floor
00:06:05,00:06:06,and then the reindeer would come back
00:06:06,00:06:09,'cause they liked the salt and the minerals and stuff like that.
00:06:09,00:06:12,"And so, yeah, the fact that they were doing"
00:06:12,00:06:15,"this urinely stuff, the missionaries were like,"
00:06:15,00:06:16,"""Yeah, that's not really an outbuck."""
00:06:16,00:06:18,"- What, I mean, where does the Bible say,"
00:06:18,00:06:21,don't piss into a bag and then spill it on the floor
00:06:21,00:06:22,when your reindeer runs away?
00:06:22,00:06:23,"I don't think so, anyway."
00:06:23,00:06:24,- It's a little bit too cut.
00:06:24,00:06:25,- Yeah.
00:06:25,00:06:26,- You want to have red.
00:06:26,00:06:28,- You want to have all the salt and stuff.
00:06:28,00:06:31,"- So the reindeer do eat the yellows, no?"
00:06:31,00:06:31,"- Yeah, they do."
00:06:31,00:06:34,"They like to lick the, that's do a lot of animals."
00:06:34,00:06:35,- Yeah.
00:06:35,00:06:38,- It'd be a good way to attract the old man in the coat.
00:06:38,00:06:39,Have you heard of him?
00:06:39,00:06:40,- No.
00:06:40,00:06:41,- Of the communes.
00:06:41,00:06:42,- Is it you?
00:06:42,00:06:45,"- It sounds like Dan with his, with his creepy coat."
00:06:45,00:06:47,I'm pushing my new business.
00:06:47,00:06:50,- Do you need a kid's birthday party?
00:06:50,00:06:51,Absolutely ruined.
00:06:51,00:06:53,"Well, you need the old man in the coat."
00:06:53,00:06:55,"- Well, you need a dude who's pissed out the front of your house"
00:06:55,00:06:57,and I'll come and lick it.
00:06:57,00:06:59,- And once they know you as in hamster teeth.
00:06:59,00:07:01,"- Yes, they know man in the coat."
00:07:01,00:07:03,- It's what they call polar bears.
00:07:03,00:07:04,The Sammy.
00:07:04,00:07:05,- Oh.
00:07:05,00:07:05,- Or God's Dog.
00:07:05,00:07:06,- It's the other name.
00:07:06,00:07:07,- It's a taboo.
00:07:07,00:07:08,- It's a taboo.
00:07:08,00:07:09,They don't want to give it its real name.
00:07:09,00:07:10,"So, it's got a code name."
00:07:10,00:07:11,- God's Dog is very good.
00:07:11,00:07:13,"- God's Dog is wonderful, yeah."
00:07:13,00:07:16,"- There's definitely a belief that polar bears can speak English,"
00:07:16,00:07:18,"but not very well, kind of as well as a toddler."
00:07:18,00:07:21,"So, the belief is that they don't understand metaphors."
00:07:21,00:07:23,"So, when you're talking about how you're going to hunt a bear,"
00:07:23,00:07:26,that's why you have to use metaphors like the fur clad one.
00:07:26,00:07:29,"- Do you also say, ""Oh, it looks like over there"
00:07:29,00:07:41,"""selling I.C.E.C.R.E.""? - I was reading just another thing on how the Christian missionaries dealt with them in this earlier count from 1674 John Sheffa."
00:07:41,00:07:46,"He was Christian, so he had lots of comments about the Sammy and how they weren't very good at being Christians."
00:07:46,00:07:53,"And he said, ""They stick at several points of Christianity, namely the resurrection of the dead and the immortality of the soul."""
00:07:53,00:07:56,And I just like that immediately after what he said.
00:07:56,00:08:02,"And they worship the sun, chiefly for its light and its heat, believing all things are made by its means."
00:08:02,00:08:07,"- Oh, I do this. - It's such a brilliant tone of patronizing disdain."
00:08:07,00:08:10,I don't know why they can't get the whole resurrection of the dead thing.
00:08:10,00:08:12,"Also, they think the sun's really important."
00:08:12,00:08:14,- That's really funny.
00:08:14,00:08:18,"So, Linnaeus was a big fan of the Sammy."
00:08:18,00:08:21,"Linnaeus, the guy who named all the animals, basically,"
00:08:21,00:08:26,just to say God creates and Linnaeus puts into categories.
00:08:26,00:08:30,But he went to visit them and they had a big effect on him.
00:08:30,00:08:37,"So, after that, he decided to just walk around in Sammy clothing all the time, even when he was back home."
00:08:37,00:08:39,"- Yeah, yeah. - He looked at it, didn't he?"
00:08:39,00:08:41,"- Obviously, it was a different time."
00:08:41,00:08:46,"But if I have just been to China and then I come back dressed like a Chinese person,"
00:08:46,00:08:49,"it's not going to work, is it?"
00:08:49,00:08:54,"- I think to be fair, he basically wore, he basically thought this whole reindeer coats for coats works."
00:08:54,00:08:57,"And wore a lot of reindeer head to toe, didn't he?"
00:08:57,00:09:00,"And he did carry the drum, which to be fair, we've seen a bit appropriatory."
00:09:00,00:09:03,"- Yeah, I think we all know somebody's had a gap here and got a bit to it."
00:09:03,00:09:04,- Yeah.
00:09:04,00:09:06,- Why are you looking at me like that?
00:09:06,00:09:09,"- I've got, I've never had a gap here."
00:09:09,00:09:11,I just have a gap two weeks after that.
00:09:11,00:09:14,"- Yeah, you're the guy dressed in a kimono to the end, okay?"
00:09:14,00:09:17,"- And done, by the way, that Papua New Guinea god for your wearing."
00:09:17,00:09:21,"- Thank you, I know you're tiddened by that big coat."
00:09:21,00:09:28,"- Oh yeah, Linnaeus, one thing that he really liked about them is that the men would carry"
00:09:28,00:09:33,around a sweet smelling fungus to attract women.
00:09:33,00:09:36,"Just in the same way that I might spray, Link's Africa, myself."
00:09:36,00:09:38,They would do this with a fungus.
00:09:38,00:09:44,"And he said, ""In other parts of the world, you must be wooed with coffee and chocolate,"
00:09:44,00:09:48,"preserves and sweets, wines and dainties, jewels and pearls."
00:09:48,00:09:51,"Here you are satisfied with a little withered fungus."""
00:09:51,00:09:55,"- Well, it is very cold."
00:09:55,00:10:03,"- Just to think about drumming and drums, as we were on the Sami and their drums, I found"
00:10:03,00:10:05,this absolutely wild.
00:10:05,00:10:08,"Drums are many thousands of years old, right?"
00:10:08,00:10:09,- Yeah.
00:10:09,00:10:13,"- I mean, we found ancient drums from civilizations all over the world."
00:10:13,00:10:16,The drum kit wasn't invented until the 20th century.
00:10:16,00:10:21,"- Are you telling me no one had ever thought of, like, I can use my other hand for this as"
00:10:21,00:10:22,well?
00:10:22,00:10:24,- When are the first drum silos that you can think of?
00:10:24,00:10:26,They're all quite recent.
00:10:26,00:10:30,- I just think maybe you all did them and didn't manage to record them on to cassette tape
00:10:30,00:10:31,back in the day.
00:10:31,00:10:32,"- Maybe, maybe."
00:10:32,00:10:33,- It's interesting.
00:10:33,00:10:34,"- It's wild, isn't it?"
00:10:34,00:10:35,"- Yeah, maybe."
00:10:35,00:10:42,"- I think the jury's out on that one, I would say."
00:10:42,00:10:46,You can speak in drum if you're a certain type of person from a certain type of place with
00:10:46,00:10:50,a certain type of language in West Africa.
00:10:50,00:10:55,"Drum languages were quite common, probably less so now, but this is in languages specifically"
00:10:55,00:10:57,which they're very tonal.
00:10:57,00:11:00,So you can make a drum that can play lots of different tones.
00:11:00,00:11:04,And so I think the Bulu dialect of the Bantu language is a very good example of this where
00:11:04,00:11:08,"they'd have a drum where if you bang it at a different place along it, it makes a different"
00:11:08,00:11:09,tone.
00:11:09,00:11:14,"And therefore you can transmit messages up to 20 miles, apparently."
00:11:14,00:11:17,"And everyone would have a drum name, so you'd give someone their drum name, you'd bang on"
00:11:17,00:11:20,"the drum, their drum name, so you know, they're talking to you."
00:11:20,00:11:23,- It's like having a special knock on the door.
00:11:23,00:11:28,"Like I always knock on the door, the same like, yeah, I mean, it's not like a lot of people"
00:11:28,00:11:32,"would do a similar thing, but if you heard that knock, there's a good chance it's going"
00:11:32,00:11:33,to be interesting.
00:11:33,00:11:34,- That's really interesting.
00:11:34,00:11:38,"- And if you don't hear a knock at all, that's down in a big coat outside front."
00:11:38,00:11:44,"But you're then knocking to yourself, if I were a Bantu person, I'd use that knock for"
00:11:44,00:11:45,you then.
00:11:45,00:11:46,"That would be my way of saying, ""Way James."""
00:11:46,00:11:51,"- If we were on university challenge, I would buzz in and they'd go, ""And they'd know"
00:11:51,00:11:52,"it was me to answer then."""
00:11:52,00:11:53,"- Yes, exactly."
00:11:53,00:11:54,- Parking fish.
00:11:54,00:11:58,Why have we never done university challenges as a team?
00:11:58,00:12:02,"We've just never been asked, Andy, and also they don't do podcast teams."
00:12:02,00:12:03,- We're not a university.
00:12:03,00:12:04,- We're not a university teams.
00:12:04,00:12:05,"- Yeah, but what the hell?"
00:12:05,00:12:06,- And we'd be very bad.
00:12:06,00:12:09,"- That's a broader truth than I think we're obviously, which is that it would be so much fun."
00:12:09,00:12:14,"- And our insistence on being addressed by our drum names, I think, is also like..."
00:12:14,00:12:17,"- Podcast challenge on the other hand, it seems like a good idea."
00:12:17,00:12:18,- Edit this out of the podcast.
00:12:18,00:12:20,"We're going to do, we're going to do pot diversity challenge."
00:12:20,00:12:21,University pod challenge.
00:12:21,00:12:22,- We're going to do it.
00:12:22,00:12:23,- We're going to do it.
00:12:23,00:12:24,"- We'll think of a name, yeah."
00:12:24,00:12:25,- Don't edit this out.
00:12:25,00:12:26,I don't want to do that.
00:12:26,00:12:27,Keep it in.
00:12:27,00:12:28,So someone else steals the idea.
00:12:28,00:12:35,"- One thing I read about these drumming languages in Africa is you drum, a phrase or"
00:12:35,00:12:38,a song or something that everyone knows what it means and everyone knows the context of
00:12:38,00:12:41,"it, rather than just doing individual words."
00:12:41,00:12:42,"- Yeah, I mean, yeah."
00:12:42,00:12:46,"- I mean, it's very weird because it already seems difficult to convey stuff by a drum"
00:12:46,00:12:47,rather than words.
00:12:47,00:12:51,And the fact that they've overcomplicated it by then saying you can use these metaphorical
00:12:51,00:12:52,phrases.
00:12:52,00:12:53,But it does seem to work.
00:12:53,00:12:57,"- For instance, like, let's say I wanted a cake, I could go that, that, that, that, and"
00:12:57,00:12:58,"you would know, like..."
00:12:58,00:12:59,- Maybe it's simpler.
00:12:59,00:13:00,Okay.
00:13:00,00:13:05,"- Or you'd be like, budooch, the local comics here, like that would be a good drum name for"
00:13:05,00:13:06,a local comedian.
00:13:06,00:13:07,- Yeah.
00:13:07,00:13:08,- Here comes Sammy Shaman.
00:13:08,00:13:09,(laughter)
00:13:09,00:13:12,"- One of my close friends is a drummer, professionally."
00:13:12,00:13:13,"- Oh, yeah."
00:13:13,00:13:17,- And one of the big things about drummers is that they have a bad reputation.
00:13:17,00:13:18,- Yeah.
00:13:18,00:13:22,"- Not a bad reputation, but just a reputation maybe for being not stupid, not the brightest"
00:13:22,00:13:23,member of the band.
00:13:23,00:13:24,- I'm not saying they are.
00:13:24,00:13:26,I've said that's what their reputation is.
00:13:26,00:13:27,- Right.
00:13:27,00:13:34,"- Besides, they won't be listening to this podcast, it's way too high-brow."
00:13:34,00:13:36,- So I asked him for some drummer jokes.
00:13:36,00:13:37,"- Oh, yeah."
00:13:37,00:13:38,- I just thought you might like something.
00:13:38,00:13:39,"- Yeah, go on then."
00:13:39,00:13:40,- What do you call someone who hangs around musicians?
00:13:40,00:13:41,- A drummer.
00:13:41,00:13:42,- A drummer.
00:13:42,00:13:43,(laughter)
00:13:43,00:13:47,- How can you tell if the stage is level?
00:13:47,00:13:52,- The drummer is dribbling out of both sides of his mouth.
00:13:52,00:13:54,How do you know when there's a drummer at the door?
00:13:54,00:13:55,- I don't know.
00:13:55,00:13:59,- The knock gets faster and they don't know when to come in.
00:13:59,00:14:01,What's the difference between a drummer and a savings bond?
00:14:01,00:14:02,- I don't know.
00:14:02,00:14:05,- One of them will mature and make money.
00:14:05,00:14:08,- I think what this needs is a pedum tissue.
00:14:08,00:14:11,(upbeat music)
00:14:11,00:14:16,"- Okay, it is time for fact number two, and that is Andy."
00:14:16,00:14:22,"- My fact is, from 1990 to 2018, there was an award given out every year for the most"
00:14:22,00:14:25,human human.
00:14:25,00:14:26,- You sounded so robotic.
00:14:26,00:14:28,(laughter)
00:14:28,00:14:29,- This was a prize that was given out.
00:14:29,00:14:31,"It was a subsection of a bigger prize, right?"
00:14:31,00:14:34,And it's all to do with the Turing test.
00:14:34,00:14:36,"So for anyone who hasn't heard of that before,"
00:14:36,00:14:40,"that's the idea that Alan Turing, brilliant computer scientist,"
00:14:40,00:14:44,proposed in the '50s that the way you would be able to tell
00:14:44,00:14:48,when we had artificial intelligence is if a human is conversing
00:14:48,00:14:51,with someone who's unseen and they are unable to tell
00:14:51,00:14:54,whether they're talking to a person or a computer.
00:14:54,00:14:57,That's when we'll have true artificial intelligence.
00:14:57,00:14:59,"- Which I would say is now, right?"
00:14:59,00:15:01,"- Oh yeah, people are falling in love with AI's left-right"
00:15:01,00:15:03,"and said, ""We've way past the Turing test."""
00:15:03,00:15:05,"So by that metric, we've done it."
00:15:05,00:15:07,"- So when we started this podcast, it wasn't true."
00:15:07,00:15:09,"- Absolutely, absolutely."
00:15:09,00:15:11,"Yeah, so that's the idea of the Turing test."
00:15:11,00:15:15,"And there was an annual prize during those years starting in 1990,"
00:15:15,00:15:19,"called the Lubner Prize, where people would bring along"
00:15:19,00:15:21,"their own chatbots, and they would be training them"
00:15:21,00:15:23,and improving them every year.
00:15:23,00:15:26,"And if your chatbot managed to fool a human judge,"
00:15:26,00:15:27,you would win a prize.
00:15:27,00:15:30,There would be several thousand dollars for the most human computer.
00:15:30,00:15:33,"But as part of that, you obviously had to have some humans"
00:15:33,00:15:36,"being behind the screen, chatting back for the judges"
00:15:36,00:15:39,"to have any sense of like, are you talking to a computer or a human?"
00:15:39,00:15:41,"Sometimes you'd be talking to one, sometimes the other."
00:15:41,00:15:46,"And as a separate prize, the judges would pick the human chatter"
00:15:46,00:15:50,who was most convincingly human and give them a hundred dollars
00:15:50,00:15:51,or some small prize.
00:15:51,00:15:53,"- I think this is a problem with the experiment,"
00:15:53,00:15:58,because if the human is then changing their attitude
00:15:58,00:16:02,"and the way that they respond because they're trying to get a prize,"
00:16:02,00:16:04,"then that changes the experiment, right?"
00:16:04,00:16:05,"- And that is what happened, right?"
00:16:05,00:16:08,"Brian Christian, who won the most human prize,"
00:16:08,00:16:09,"he wrote a whole book about it,"
00:16:09,00:16:13,and part of the book was telling how he prepared to be human
00:16:13,00:16:14,as part of the test.
00:16:14,00:16:16,"And so he did study to be human, to win it."
00:16:16,00:16:18,- That feels like it's kind of cheating.
00:16:18,00:16:19,Isn't the whole point of that?
00:16:19,00:16:20,You've got to be yourself.
00:16:20,00:16:22,- The rising to an exam is not cheating.
00:16:22,00:16:24,"And if the exam is, are you a human?"
00:16:24,00:16:26,It's completely reasonable to prep.
00:16:26,00:16:27,"- But we're testing the computers, right?"
00:16:27,00:16:28,- Yeah.
00:16:28,00:16:31,- If the whole point of the exam is to test the marking system
00:16:31,00:16:35,and you change your answers to make them completely wrong
00:16:35,00:16:37,"or completely right, then that's not a very good way"
00:16:37,00:16:38,of testing the marking system.
00:16:38,00:16:40,- I think he was just practicing being himself
00:16:40,00:16:42,and being authentic in conversation
00:16:42,00:16:44,and being truly human.
00:16:44,00:16:45,- How would you do it?
00:16:45,00:16:48,- I prep several hours a day for all of my conversations.
00:16:48,00:16:51,"- You use the same person as Keir Starman, David."
00:16:51,00:16:53,"- If you wanted to pretend to be human,"
00:16:53,00:16:54,what would you do?
00:16:54,00:16:56,"'Cause I'd feel like you would just do something really dumb,"
00:16:56,00:16:57,right?
00:16:57,00:16:58,- Yeah.
00:16:58,00:16:59,"- That's a great question, James."
00:16:59,00:16:59,I'm so glad you asked me.
00:16:59,00:17:00,But what do you think?
00:17:00,00:17:03,- Here's the issue though.
00:17:03,00:17:06,If you've got very specific loves and so on
00:17:06,00:17:09,"as a person and you bring them to the exam,"
00:17:09,00:17:10,you might lose.
00:17:10,00:17:12,So one person was altered as a robot
00:17:12,00:17:13,when they were a human
00:17:13,00:17:16,because they knew far too much about Shakespeare.
00:17:16,00:17:18,They said no human could possibly know this much about Shakespeare.
00:17:18,00:17:20,"It just so happens, it was a Shakespeare expert"
00:17:20,00:17:22,on the other side who was a human.
00:17:22,00:17:24,- Really the way to do it now
00:17:24,00:17:27,and this is my optimistic theory about where the world's going.
00:17:27,00:17:29,The only way to convince people your human
00:17:29,00:17:30,is to actually see them
00:17:30,00:17:31,because the only place that robots haven't managed
00:17:31,00:17:33,to achieve anything like human resemblance
00:17:33,00:17:35,"is in the physical world, right?"
00:17:35,00:17:36,They still can barely move.
00:17:36,00:17:39,"I mean, I know there's all sorts of claims every year."
00:17:39,00:17:40,"- I mean, they play football and they fold laundry"
00:17:40,00:17:41,and whatever.
00:17:41,00:17:43,"If you watch them try and even run marathons,"
00:17:43,00:17:45,they still don't look very human.
00:17:45,00:17:46,- But they just won the marathon.
00:17:46,00:17:48,"- I know, but they didn't look like humans when they did."
00:17:48,00:17:49,So I would say--
00:17:49,00:17:51,- Pop a big coat on that guy who run the marathon.
00:17:51,00:17:53,People will think Dan's would need to rest in time.
00:17:53,00:17:56,- I would say if you put that robot
00:17:56,00:17:57,'cause it was all over the news
00:17:57,00:17:58,and it was in channels.
00:17:58,00:17:59,It's top story in the news that day.
00:17:59,00:18:04,"If you put that robot next to Phoebe from France running,"
00:18:04,00:18:06,you would not be able to distinguish the term.
00:18:06,00:18:08,- It's a real slown Phoebe.
00:18:08,00:18:10,"But this is a thing about robot technology, right?"
00:18:10,00:18:13,"Is that they've managed to mimic our brains unbelievably well,"
00:18:13,00:18:15,but physically actually it turns out
00:18:15,00:18:18,"that it's very, very difficult still."
00:18:18,00:18:21,And so I think people are gonna be driven off their computers
00:18:21,00:18:22,back into the real world.
00:18:22,00:18:24,- It's a nice optimistic idea.
00:18:24,00:18:26,- Offly not by driverless cars.
00:18:26,00:18:29,Because there's a situation in Atlanta earlier this year
00:18:29,00:18:33,where 50 Waymo driverless taxis
00:18:33,00:18:37,drove through the same area between six and seven o'clock
00:18:37,00:18:41,because someone had put a children a play sign in the road
00:18:41,00:18:43,which wasn't supposed to be there
00:18:43,00:18:44,and they would drive into the road
00:18:44,00:18:46,and then they'd try and get out and then they'd see that side
00:18:46,00:18:48,and they'd go back in the other direction again
00:18:48,00:18:51,and they'd just be driving in circles and circles and circles.
00:18:51,00:18:52,- So they can't?
00:18:52,00:18:53,"- So it kind of, as they can see,"
00:18:53,00:18:55,a children a play sign and know that that's something actually.
00:18:55,00:18:57,- But it's like you can kind of hack it
00:18:57,00:18:59,to kind of make them drive around these circles
00:18:59,00:19:01,and get lost because they're not thinking.
00:19:01,00:19:03,- Can I tell you just a quick thing
00:19:03,00:19:05,"about this guy, Lerdner, who set up the prize?"
00:19:05,00:19:06,- Yeah.
00:19:06,00:19:07,"- Because he was, I don't know if you read it into him,"
00:19:07,00:19:08,he was very eccentric.
00:19:08,00:19:09,- Yeah.
00:19:09,00:19:12,"- So it was treated, like Sirius A.I. people said,"
00:19:12,00:19:14,"this is just a stunt, you know."
00:19:14,00:19:16,He gave out a medal with Alan Turing on one side
00:19:16,00:19:17,"and him on the other, you know."
00:19:17,00:19:19,"He was, there was this amazing,"
00:19:19,00:19:21,he's sadly died about 10 years ago now
00:19:21,00:19:23,but he was a very interesting cookie.
00:19:23,00:19:25,So there was this piece about him in 2011.
00:19:25,00:19:28,He had made his living in portable crowd control fencing
00:19:28,00:19:30,and roll up disco dance floors.
00:19:30,00:19:32,That was his main line of work.
00:19:32,00:19:33,- Cool.
00:19:33,00:19:34,"- I know, cool, right?"
00:19:34,00:19:35,"- That is, yeah."
00:19:35,00:19:37,- And he wanted to sponsor the prize
