start_hhmmss,end_hhmmss,text
00:03:56,00:03:57,his entire life.
00:03:57,00:03:59,"But as Joaquin Lee said, nepotism, it wasn't though,"
00:03:59,00:04:01,"obviously, because the Nobel prizes didn't exist"
00:04:01,00:04:03,until after Nobel had died.
00:04:03,00:04:07,So he never would have known that she would later go on.
00:04:07,00:04:09,- But what piece did she create that got to the price?
00:04:09,00:04:12,"- Well, she had a lot of chats with Nobel."
00:04:12,00:04:14,"And during the chat, she thought,"
00:04:14,00:04:16,"you've made a lot of people killing things,"
00:04:16,00:04:17,"dynamite, namely."
00:04:17,00:04:19,And I think that's dangerous.
00:04:19,00:04:21,And I think that sort of partly inspired her
00:04:21,00:04:25,"to go on and she created two piece organizations,"
00:04:25,00:04:26,"one in Germany, one in Austria, I think,"
00:04:26,00:04:29,which were promoting pacifism all over the place.
00:04:29,00:04:31,She was instrumental in--
00:04:31,00:04:32,- And how did that work?
00:04:32,00:04:33,How did that--
00:04:33,00:04:35,"- Well, how'd it go?"
00:04:35,00:04:39,"- Happily for her, she died in June 1914, one month."
00:04:39,00:04:40,"- Oh, oh."
00:04:40,00:04:43,"- Oh, she's sleeked that in, didn't she?"
00:04:43,00:04:44,She's very clever.
00:04:44,00:04:44,- She's gone.
00:04:44,00:04:45,Let's go!
00:04:49,00:04:51,"- She actually won it for a pacifist,"
00:04:51,00:04:54,"but novel that she wrote called Lay Down Your Arms,"
00:04:54,00:04:55,which was incredibly popular.
00:04:55,00:04:57,She was instrumental in the founding
00:04:57,00:05:00,of what's now the UN Court of Human Justice.
00:05:00,00:05:01,So she's very influential.
00:05:01,00:05:03,"She was at the first hate convention,"
00:05:03,00:05:04,which we still have those today.
00:05:04,00:05:06,"She was, I think, the only woman present."
00:05:06,00:05:08,"But yeah, and then, but it didn't,"
00:05:08,00:05:10,she didn't create world peace in the 20th century.
00:05:10,00:05:11,- Of course.
00:05:11,00:05:15,"- But basically, Nobel started the prize's cause of her, I think,"
00:05:15,00:05:18,"because when she became his housekeeper,"
00:05:18,00:05:21,"they got on really, really well for that one week."
00:05:21,00:05:24,"And I think Nobel really, really fancied her."
00:05:24,00:05:25,- I think he was in love with her.
00:05:25,00:05:28,"- Because he'd invented a new rubber-wield coach,"
00:05:28,00:05:31,and he took her around the city in it.
00:05:31,00:05:32,"- Oh, wow."
00:05:32,00:05:33,"- That's pretty cool, isn't it?"
00:05:33,00:05:35,"Like, invented a new kind of transport."
00:05:35,00:05:39,"And then when, like you say, the prizes came after his will,"
00:05:39,00:05:42,but I think the suggestion is he expected her
00:05:42,00:05:44,to get probably the first peace prize.
00:05:44,00:05:44,- Really?
00:05:44,00:05:46,"- Actually, he'd talk about five years before she got it."
00:05:46,00:05:49,"Well, this is the part of the thing about Nobel's will"
00:05:49,00:05:52,"was that he just said in his will, right,"
00:05:52,00:05:54,I'm gonna leave lots and lots and lots of my money.
00:05:54,00:05:57,"And he had hundreds of patents, he'd invented dynamite,"
00:05:57,00:05:59,he'd invented all sorts of things.
00:05:59,00:06:01,He just said the equivalent in modern day money
00:06:01,00:06:04,"of about 200 million quid should go to the Nobel Prize,"
00:06:04,00:06:05,he just established them.
00:06:05,00:06:09,"And that was chemistry, physics, medicine, and literature."
00:06:09,00:06:10,"Oh, and peace, of course."
00:06:10,00:06:12,But he didn't give any indication
00:06:12,00:06:15,of how this was to be administered or set up.
00:06:15,00:06:17,And what institutions should award the prizes?
00:06:17,00:06:19,His family were a bit surprised.
00:06:19,00:06:23,And do you not get any of it?
00:06:23,00:06:25,"I think they got a bit, but they did not get a full whack."
00:06:25,00:06:27,"And it all fell to his secretary,"
00:06:27,00:06:30,"25-year-old Ragnar Solomon,"
00:06:30,00:06:31,who had to fight for three years
00:06:31,00:06:34,"to get the will approved, signed off,"
00:06:34,00:06:36,get started establishing the institutions.
00:06:36,00:06:37,And he did a lot of work.
00:06:37,00:06:41,"He was, at one moment, he was taking Nobel's millions"
00:06:41,00:06:43,through the streets of Paris in a horse-drawn cab.
00:06:43,00:06:46,"And he had to sit on the, whatever it was, the bonds"
00:06:46,00:06:48,"or whatever it was in the horse-drawn cab,"
00:06:48,00:06:50,with a revolver in case someone tried to do
00:06:50,00:06:52,"a heist of the Nobel's, basically."
00:06:52,00:06:53,"Yes, very exciting."
00:06:53,00:06:56,"Can I just give you one more fact about birth quickly,"
00:06:56,00:06:58,"which I think is sort of a gift to you, Andy,"
00:06:58,00:06:59,because this is right up your street.
00:06:59,00:07:01,She aged 11.
00:07:01,00:07:02,"Her cousin, El Vera, came to live with her"
00:07:02,00:07:04,and they became best friends.
00:07:04,00:07:05,She absolutely loved her.
00:07:05,00:07:09,And they spent all of their time playing puff.
00:07:09,00:07:10,And you won't have heard of puff
00:07:10,00:07:11,because they invented this game.
00:07:11,00:07:13,But it sounds so great.
00:07:13,00:07:14,So the game starts.
00:07:14,00:07:16,You decide a place for the action to take place.
00:07:16,00:07:18,You decide what characters you're both going to be.
00:07:18,00:07:21,"You decide, like, descriptions of the characters,"
00:07:21,00:07:24,"a bit of the plot, and then you say, puff."
00:07:24,00:07:26,"And at that point, you have to fall into character"
00:07:26,00:07:29,and you continue acting as those characters.
00:07:29,00:07:31,"For as long as it takes, sometimes it would go on for days."
00:07:31,00:07:33,One game of puff would go on for days.
00:07:33,00:07:35,Birth would always be a princess and aress.
00:07:35,00:07:38,"Usually, go birth, and El Vera would always be a..."
00:07:38,00:07:39,"Right, sorry."
00:07:39,00:07:40,And what...
00:07:40,00:07:41,But it's...
00:07:41,00:07:42,It's improv.
00:07:42,00:07:43,It's improv.
00:07:43,00:07:46,It's not the original improv game.
00:07:46,00:07:48,"No, no, I just thought you found my princess wardrobe"
00:07:48,00:07:50,and I was getting a bit...
00:07:50,00:07:53,"Yeah, so no bells, like, his amount of, like,"
00:07:53,00:07:54,different size.
00:07:54,00:07:56,"There's a lot of different size to him, wasn't it?"
00:07:56,00:07:57,"Because he's done the peace prize,"
00:07:57,00:07:59,but he was also a massive arm-stealer.
00:07:59,00:08:00,Was it arms or what?
00:08:00,00:08:03,"Yeah, he made his millions with arm-stealing."
00:08:03,00:08:05,"To get him off this child a bit, he invented TNT."
00:08:05,00:08:08,But it was mostly being used in industrial uses
00:08:08,00:08:10,or in mines and things like that.
00:08:10,00:08:12,So it wasn't designing it too quickly.
00:08:12,00:08:14,"And also, he came up with ways of making it safer."
00:08:14,00:08:16,They would always put the factory on the hillside
00:08:16,00:08:20,so that the natural glycerin would flow down.
00:08:20,00:08:23,And they wouldn't need mechanical pumps to move it around
00:08:23,00:08:24,because it might explode.
00:08:24,00:08:25,OK.
00:08:25,00:08:26,"Well, that's what..."
00:08:26,00:08:27,"Yeah, it doesn't."
00:08:27,00:08:30,His work has always had to sit on stools with one leg
00:08:30,00:08:33,so that they couldn't fall asleep while they were doing the work.
00:08:33,00:08:34,That's good.
00:08:34,00:08:35,"I love that because, yeah, because they were looking"
00:08:35,00:08:37,at the reaction vats they were in charge.
00:08:37,00:08:39,"So the idea was, if you fall asleep,"
00:08:39,00:08:40,they're going to be explosion.
00:08:40,00:08:42,"Because this is one of the things with his factories,"
00:08:42,00:08:44,they quite often blew up.
00:08:44,00:08:46,"Like, more than once, I think, like, three times."
00:08:46,00:08:49,The first time was when they were doing it at home
00:08:49,00:08:51,and he lost his brother and five other people.
00:08:51,00:08:53,"But, obviously, he was like, but we're trying to make this safe"
00:08:53,00:08:54,so there are going to be mistakes.
00:08:54,00:08:56,"So as James says, there was..."
00:08:56,00:08:58,What a waiter has gone to killing your own brother.
00:08:58,00:08:59,Yeah.
00:08:59,00:09:00,"Well, these things do happen."
00:09:00,00:09:01,These things happen. Mum.
00:09:01,00:09:02,These things happen.
00:09:02,00:09:04,Were you sitting on a three-legged stool?
00:09:04,00:09:06,"That's your fault, mate."
00:09:06,00:09:08,"So he invented this stool, which is a wonderful idea."
00:09:08,00:09:09,You fall asleep and you go off.
00:09:09,00:09:13,That was like with Edison when he used to sleep
00:09:13,00:09:15,with some silver balls in his hand.
00:09:15,00:09:18,Because he thought the best ideas were on that little gray area
00:09:18,00:09:21,"between sleep and awake, where you would just have these thoughts."
00:09:21,00:09:23,"And he would fall asleep, drop the balls."
00:09:23,00:09:25,And whatever thought he was having would be the killer thought
00:09:25,00:09:26,and he would write it down.
00:09:26,00:09:28,That's what this was.
00:09:28,00:09:30,Except you'd blow up if you'd come.
00:09:30,00:09:34,"He also was a poet and a playwright, Nobel."
00:09:34,00:09:35,What was he?
00:09:35,00:09:37,He made only one published work.
00:09:37,00:09:40,"It was called Nemesis, and it's a four-axe tragedy"
00:09:40,00:09:45,"about incest and murder, which features a drug-induced vision"
00:09:45,00:09:48,"of the Virgin Mary, a conversation with Satan"
00:09:48,00:09:50,and ends with a 40-minute torture scene.
00:09:50,00:09:51,Wow!
00:09:51,00:09:54,And it's playing at the National Theatre next year.
00:09:54,00:09:57,"Well, in fact, it has been put on once."
00:09:57,00:10:00,It was put on once in 2005 in Stockholm.
00:10:00,00:10:02,"And the theatre director, Turra Ranstrom,"
00:10:02,00:10:06,said he's not a very good playwright.
00:10:06,00:10:08,"So they put it on just because it was by him,"
00:10:08,00:10:11,but apparently it's even with all that amazing stuff
00:10:11,00:10:13,"that I just listed, it's not very good."
00:10:13,00:10:16,It sounds pretty gross.
00:10:16,00:10:17,Do you know one of his main enemies?
00:10:17,00:10:19,"In fact, I think it's a main enemy."
00:10:19,00:10:22,The main enemy of Nobel was Abel.
00:10:22,00:10:24,Brilliant.
00:10:24,00:10:26,Alexander Graham Bell?
00:10:26,00:10:29,"No, he's called Abel, a Frederick Abel."
00:10:29,00:10:34,He was a British explosive expert who actually was a bit of a douchebag
00:10:34,00:10:37,because he picks Nobel's brains about an explosive that he'd invented
00:10:37,00:10:39,this propellant called Ballistite.
00:10:39,00:10:41,"And he said, ""Oh, Nobel, tell me how you did it."""
00:10:41,00:10:42,That's very interesting.
00:10:42,00:10:44,"And then he basically went and made the same thing,"
00:10:44,00:10:48,"patented it, and then they ended up in these big court cases."
00:10:48,00:10:50,"And weirdly, Nobel protested"
00:10:50,00:10:55,"and what's called a friendly suit was begun in the British court,"
00:10:55,00:10:56,which I didn't know existed.
00:10:56,00:10:57,"And I don't think it has to be friendly at all,"
00:10:57,00:10:59,because Nobel was really pissed off.
00:10:59,00:11:02,But the lawsuit is a friendly suit.
00:11:02,00:11:04,What is in it? There's no consequence of it.
00:11:04,00:11:06,I think it means basically there's no consequence.
00:11:06,00:11:08,"Actually, we're just trying to find out the truth here."
00:11:08,00:11:11,"But they remained enemies the rest of their lives, Nobel and Abel."
00:11:11,00:11:15,"And also, bizarrely, there's no Nobel prize in maths."
00:11:15,00:11:20,"But there is Abel prize in maths, named after another guy called Abel."
00:11:20,00:11:22,"Wow, are we saying about the world here?"
00:11:22,00:11:25,"It's something huge, something huge."
00:11:25,00:11:28,Do you know the best thing you win if you go to Nobel Prize?
00:11:28,00:11:29,A million dollars.
00:11:29,00:11:31,"Yeah, you get a million dollars and you go to go to the big party"
00:11:31,00:11:33,"in Stockholm, or Oslo, if you win the Peace Prize."
00:11:33,00:11:34,And the medal.
00:11:34,00:11:36,"And the medal, and the certificate, and you know."
00:11:36,00:11:37,Or something else?
00:11:37,00:11:38,"Yes, you do like?"
00:11:38,00:11:44,You get free parking at the University of California Berkley.
00:11:44,00:11:49,There are special Nobel laureate reserved parking spaces.
00:11:49,00:11:53,"Yes, because they've got such a huge number of Nobel winners."
00:11:53,00:11:54,"Yeah, yeah."
00:11:54,00:11:57,"I read into that ages ago, and what they don't tell the Nobel laureates"
00:11:57,00:11:59,is that it's not lifelong.
00:11:59,00:12:02,"So they, it lapses."
00:12:02,00:12:03,You've got to renew it yourself.
00:12:03,00:12:04,What?
00:12:04,00:12:06,"So these Nobel laureates come by, and they've got tickets."
00:12:06,00:12:08,"And they're like, ""I'm in the Nobel."""
00:12:08,00:12:10,"And they're like, ""Well, yeah, you were last year, but you're not anymore."""
00:12:10,00:12:12,"Well, you don't have to win another Nobel Prize to redeem your parking."
00:12:12,00:12:13,"Yeah, yeah, yeah."
00:12:13,00:12:15,That's why Marie Curie got her second one.
00:12:15,00:12:18,"She was like, ""I can't lose a spot."""
00:12:18,00:12:21,I love the process of how you get the prize.
00:12:21,00:12:23,And there was an interview about maybe a decade ago
00:12:23,00:12:27,with the permanent secretary of the Royal Swedish Academy of Sciences
00:12:27,00:12:30,who at the time was a guy called Staffan Normach.
00:12:30,00:12:33,"And he said, 'cause, you know, you're just ring,"
00:12:33,00:12:35,"you're called calling, basically,"
00:12:35,00:12:38,to say that you've won a Nobel Prize in whatever.
00:12:38,00:12:40,"And you've won, what is it, about a million quid?"
00:12:40,00:12:42,"So as in, you get your phone, and it says, ""Unknown number."""
00:12:42,00:12:43,Right.
00:12:43,00:12:45,"Then you answer it, and they say, ""Whoo, whoo, whoo, whoo, whoo."""
00:12:45,00:12:52,"Who's going to be? Who's going to be? Well, it's basically that, because he ring, he said, we ring up."
00:12:52,00:12:58,"And if you get, you might get through to a front desk or something, or, you know, like someone in, like an assistant or whatever."
00:12:58,00:12:59,Yeah.
00:12:59,00:13:05,"And he said, ""We tell them this is a very important call, a very important call."""
00:13:05,00:13:10,"And then he pauses, and he says, ""From Stockholm."""
00:13:10,00:13:14,"And he's always been put through so far, because he just makes very clear what..."
00:13:14,00:13:15,Yes.
00:13:15,00:13:21,"But if you're in the second week of October, and the Swedish phone code comes up, that's what it is."
00:13:21,00:13:23,"I mean, that's a really good scam, isn't it?"
00:13:23,00:13:24,It's such a good scam.
00:13:24,00:13:25,"Like, we just..."
00:13:25,00:13:26,I know.
00:13:26,00:13:27,Just go to Stockholm.
00:13:27,00:13:28,Yeah.
00:13:28,00:13:30,"Ring up a load of, like, scientists. Exactly."
00:13:30,00:13:32,"And say, ""Oh, we can't give you the prize."
00:13:32,00:13:36,"We just need the long number on the back of the card."""
00:13:36,00:13:39,"On the, on the certificate, we have to write your mother's maiden name."
00:13:39,00:13:42,And the name of your first pet.
00:13:42,00:13:43,I think it works.
00:13:43,00:13:46,"And you can do it by days as well. So Tuesday, you ring the chemist, because that's when the"
00:13:46,00:13:47,Nobel's ring the chemist.
00:13:47,00:13:48,Wednesday is physics.
00:13:48,00:13:52,"Economics is the following Monday, because it's a bit of a, kind of, a late add-on."
00:13:52,00:13:55,"And they don't, they never tell how they get your number."
00:13:55,00:13:56,They never reveal.
00:13:56,00:13:58,They probably just ask someone you know.
00:13:58,00:13:59,Yeah.
00:13:59,00:14:00,Yeah.
00:14:00,00:14:01,"I mean, is that because no one's ever asked."
00:14:01,00:14:02,You've won a Nobel prize.
00:14:02,00:14:04,How the hell did you get when you've won?
00:14:10,00:14:13,"Alright, it is time for fact number two."
00:14:13,00:14:14,And that is Andy.
00:14:14,00:14:21,"My fact is, the Sasquatch may not be real, but the Sea Squatch is."
00:14:21,00:14:22,Cool.
00:14:22,00:14:23,Yeah.
00:14:23,00:14:24,And this is a thinker.
00:14:24,00:14:27,It's called the Sunflower Sea Star.
00:14:27,00:14:28,Starfish.
00:14:28,00:14:31,"It's an American sea, they call starfish sea stars."
00:14:31,00:14:32,I don't know why.
00:14:32,00:14:33,I don't know why.
00:14:33,00:14:34,It's obvious.
00:14:34,00:14:35,But anyway.
00:14:35,00:14:36,"It's not a fish, right?"
00:14:36,00:14:37,"Yeah, it's not a fish."
00:14:37,00:14:39,"But it's shaped like, anyway, the point is, they're amazing."
00:14:39,00:14:40,They're amazing things.
00:14:40,00:14:43,They have up to 24 arms all around them.
00:14:43,00:14:45,They can get up to three feet across.
00:14:45,00:14:46,They're massive things.
00:14:46,00:14:48,And they're very fast moving as well.
00:14:48,00:14:49,They can move about a meter a minute.
00:14:49,00:14:51,"Which, if you are a starfish, it's quite fast."
00:14:51,00:14:54,"Yeah, because it's not fast if you're most other things."
00:14:54,00:14:55,Okay.
00:14:55,00:14:56,Alright.
00:14:56,00:14:58,"And they used to be, you know, living in vast numbers"
00:14:58,00:14:59,off the coast of California.
00:14:59,00:15:02,"And then in 2013, they came a thing which I think we've mentioned before."
00:15:02,00:15:04,"Which was this, they got a disease."
00:15:04,00:15:06,"Basically, sea star wasting disease."
00:15:06,00:15:11,Literally six billion of these things died of the disease.
00:15:11,00:15:12,Wow.
00:15:12,00:15:13,And it was just a real crunch.
00:15:13,00:15:15,"They live among the kelp forests off the coast,"
00:15:15,00:15:19,"where you get these gigantic, like, hundred foot high strands of kelp."
00:15:19,00:15:21,And there was a problem with the kelp as well.
00:15:21,00:15:24,"There was a big heat wave underwater, which wiped out the kelp forests."
00:15:24,00:15:27,"And then these urchins started growing, you know, sea urchins,"
00:15:27,00:15:30,which they just eat so much stuff that it's hard for the kelp to grow back.
00:15:30,00:15:33,"Yeah, because the sea stars would normally eat the urchins."
00:15:33,00:15:34,Exactly.
00:15:34,00:15:36,And the urchins weren't being eaten.
00:15:36,00:15:38,So that meant the urchins at the kelp.
00:15:38,00:15:39,Yes.
00:15:39,00:15:40,As bad news get.
00:15:40,00:15:41,No kelp.
00:15:41,00:15:42,What?
00:15:42,00:15:43,Good use for algae.
00:15:43,00:15:45,"Because when there's no kelp there, the algae can grow."
00:15:45,00:15:46,Yeah.
00:15:46,00:15:47,So it's not a zero sum game to some winners.
00:15:47,00:15:49,The algae do tend to win this quite a lot this game.
00:15:49,00:15:50,Yeah.
00:15:50,00:15:51,They do.
00:15:51,00:15:52,Algae.
00:15:52,00:15:53,Boo.
00:15:53,00:15:54,Anyway.
00:15:54,00:15:57,So the reason they're called the sea squatch is that scientists spend a long time looking for any survivors
00:15:57,00:15:59,"that might have, you know, somehow lived."
00:15:59,00:16:05,"And in last year, for the very first time, they found a colony of wild survivors."
00:16:05,00:16:06,Very exciting.
00:16:06,00:16:08,And they've worked out the bacterium that killed them.
00:16:08,00:16:11,"And they've set up a lab, the sunflower star laboratory in California."
00:16:11,00:16:12,They're raising babies.
00:16:12,00:16:16,They're working out how to reintroduce them into the oceans.
00:16:16,00:16:20,And I think they've got thousands of millions of sperm on ice.
00:16:20,00:16:22,The sunflower starfish sperm.
00:16:22,00:16:24,Hundreds of thousands of larvae.
00:16:24,00:16:26,They've got a bloke called the star father.
00:16:26,00:16:28,Who's the guy called?
00:16:28,00:16:31,"He's just a guy called Vince, but he was the first to kind of get."
00:16:31,00:16:32,But he's not just a guy called Vince.
00:16:32,00:16:36,"He's an amazing scientist who works out, you know, how to restore these."
00:16:36,00:16:38,"Because if you restore the starfish, you get the kelp forest."
00:16:38,00:16:39,"Yeah, yeah."
00:16:39,00:16:40,Because they love chowing down on the urchins.
00:16:40,00:16:41,Yeah.
00:16:41,00:16:45,I imagine Vince turns up at parties with a big sort of cape covered in starfish.
00:16:45,00:16:46,"Yeah, yeah, yeah."
00:16:46,00:16:48,They work at a place called Moss Landing in California.
00:16:48,00:16:50,"Oh, how I found this whole factor."
00:16:50,00:16:51,"Yeah, okay."
00:16:51,00:16:52,That's where you were googling.
00:16:52,00:16:53,Now we know.
00:16:53,00:16:54,Yeah.
00:16:54,00:16:58,"So once we thought that they were gone, any scientists that were looking for it"
00:16:58,00:17:00,were technically cryptozoologists.
00:17:00,00:17:03,"Now usually you would say a cryptozoologist is someone looking for yetis,"
00:17:03,00:17:07,"a Loch Ness monster, but an out-of-place animal, something that is not said to be there anymore"
00:17:07,00:17:09,is the technical description.
00:17:09,00:17:12,So the person who found it was Rachel Calm.
00:17:12,00:17:15,And she's been looking for it for years and years and years.
00:17:15,00:17:17,And she couldn't believe it when she saw it.
00:17:17,00:17:18,She screamed.
00:17:18,00:17:22,And she immediately came back up to tell everyone that she had seen it.
00:17:22,00:17:27,"And she just forgot to take a photo, which is the number one rule of cryptozoologist."
00:17:27,00:17:29,Always forget to take the photo over the yachty.
00:17:29,00:17:31,So she played exactly into it.
00:17:31,00:17:33,Now fortunately she went back down and they were still there.
00:17:33,00:17:35,But she went back a minute later and it moved a meter.
00:17:35,00:17:36,Where's it going?
00:17:36,00:17:37,Yeah.
00:17:37,00:17:40,"But yeah, they're extraordinary things."
00:17:40,00:17:45,"Yeah, they're not protected under the endangered species act in America."
00:17:45,00:17:47,"Strangely enough, there was supposed to have been."
00:17:47,00:17:50,There was a federal deadline for that protection.
00:17:50,00:17:53,"Then under the Trump administration, the deadline has passed."
00:17:53,00:17:57,And they've not put them under the Endangered Species Act.
00:17:57,00:18:00,But basically the Epstein files of the sea.
00:18:00,00:18:03,I'm starting to go off the Trump administration.
00:18:03,00:18:05,Many more stories like this.
00:18:05,00:18:07,"We're not trying to conservals, all starfish."
00:18:07,00:18:09,"Of course, slash sea stars."
00:18:09,00:18:10,We're trying to kill some of them.
00:18:10,00:18:13,We're trying to kill the crown of thorn starfish.
00:18:13,00:18:14,Why is that?
00:18:14,00:18:16,It's killing other things.
00:18:16,00:18:17,Very harmful.
00:18:17,00:18:20,It loves coral.
00:18:20,00:18:23,We love coral more than we love crown of thorn starfish.
00:18:23,00:18:27,"So in a French Polynesian island a few years ago,"
00:18:27,00:18:31,"I think 2008, 80% of the reef was live coral before they arrived."
00:18:31,00:18:33,3.4% afterwards.
00:18:33,00:18:36,And so we've built robots to get rid of them.
00:18:36,00:18:40,"And they've been trained to identify them by looking at lots of pictures online,"
00:18:40,00:18:42,by scaring the internet.
00:18:42,00:18:46,"And it's really hard to kill them because, but not much kills them."
00:18:46,00:18:50,And they've discovered that cow bile kills starfish.
00:18:50,00:18:52,I don't know how many things they went through.
00:18:52,00:18:55,Before they got to bile from a cow's stomach.
00:18:55,00:18:56,Wow.
00:18:56,00:19:00,But now they basically have to give these robots called caught spot and range a bot.
00:19:00,00:19:02,"This bile from the stomachs of cows,"
00:19:02,00:19:04,"send it down to the bottom of the ocean,"
00:19:04,00:19:06,injects the crown of thorn starfish.
00:19:06,00:19:08,And abracadabra the corals are back.
