start_hhmmss,end_hhmmss,text
00:05:48,00:05:51,There you go.
00:05:51,00:05:52,"But yeah, I don't know why that is."
00:05:52,00:05:55,"My guess is that probably,"
00:05:55,00:05:56,"compared to these other sports,"
00:05:56,00:05:57,there's quite a small sample space.
00:05:57,00:05:58,Yeah.
00:05:58,00:05:59,All right.
00:05:59,00:06:00,Great mystery to solve.
00:06:00,00:06:01,Should I do one?
00:06:01,00:06:01,Yeah.
00:06:01,00:06:03,"All right, this is from Duncan Pierce."
00:06:03,00:06:07,"There are 10,000 accordions under a parking lot"
00:06:07,00:06:10,in a Swedish town called Alvdelen.
00:06:10,00:06:13,"Dude, I feel like Andy gives you the hard ones to pronounce."
00:06:13,00:06:14,I think so as well.
00:06:14,00:06:18,"And also often when we're doing the names of the custodians,"
00:06:18,00:06:21,"every difficult sea to land on you, so it's so weird."
00:06:21,00:06:23,"When you walk through this parking lot, does it go..."
00:06:27,00:06:29,"What, is that your accordion impression?"
00:06:29,00:06:30,"Well, my accordion's very old."
00:06:30,00:06:31,Nice idea.
00:06:31,00:06:34,It's got a few holes in it.
00:06:34,00:06:34,Clearly.
00:06:34,00:06:37,I can play the accordion.
00:06:37,00:06:37,Can you?
00:06:37,00:06:39,"Yeah, yeah, I have an accordion."
00:06:39,00:06:40,"I think if I ever,"
00:06:40,00:06:42,I didn't bring it on any shows or anything like that.
00:06:42,00:06:45,I feel like we did something where I've heard you play
00:06:45,00:06:47,in context of a potential live show piece.
00:06:47,00:06:50,"Yeah, maybe when we did like a pre-show or something."
00:06:50,00:06:51,Yeah.
00:06:51,00:06:52,I can't remember.
00:06:52,00:06:53,"Yeah, yeah, yeah."
00:06:53,00:06:56,I do have an accordion and it doesn't sound anything like that.
00:06:56,00:06:59,"Even when I play it, who's not that good at that?"
00:06:59,00:07:00,Why did we not let you play it?
00:07:00,00:07:03,I should give you a bit more on this.
00:07:03,00:07:04,"Yeah, that's right."
00:07:04,00:07:07,"Yeah, this is Duncan Sensen saying he watched a documentary"
00:07:07,00:07:10,called the accordion graveyard in Uldullen
00:07:10,00:07:13,and the hosts try to uncover the prominent myth
00:07:13,00:07:15,in the Swedish accordion community
00:07:15,00:07:17,"that 10,000 accordions are buried there."
00:07:17,00:07:22,And they try to get to the bottom of this major myth about...
00:07:22,00:07:24,What's behind the myth?
00:07:24,00:07:25,Why would they be buried there?
00:07:25,00:07:28,Who's come up with accordion to whom?
00:07:28,00:07:29,"Brilliant, lovely."
00:07:29,00:07:29,Thank you.
00:07:29,00:07:33,So there's a leading theory that the society has.
00:07:33,00:07:36,It's that they are old Eastern European accordions
00:07:36,00:07:39,which were bought by Hagstrom in the 1930s.
00:07:39,00:07:41,They were planning on renovating.
00:07:41,00:07:46,"But by the 1960s, the accordion market took a big dip."
00:07:46,00:07:46,"Oh, yeah."
00:07:46,00:07:47,They weren't selling as well.
00:07:47,00:07:50,And they had outsourced a lot of the industry to Asia.
00:07:50,00:07:51,So they buried their inventory.
00:07:51,00:07:54,The exact number of accordions isn't no.
00:07:54,00:07:56,"But the myth says that there is 10,000."
00:07:56,00:08:00,"And so they did this documentary and they found, yeah, there's a lot of it."
00:08:00,00:08:03,What did they do? They dug it up like time team and they found them.
00:08:03,00:08:06,"Yeah, yeah, they found remnants of a lot of them."
00:08:06,00:08:08,"I don't think they found 10,000."
00:08:08,00:08:10,"Well, some of them would have decomposed."
00:08:10,00:08:11,Wouldn't they? The less well-made ones.
00:08:11,00:08:12,So that's a hold on.
00:08:12,00:08:13,So there were actually...
00:08:13,00:08:17,I thought this was a bullshit myth made up by this mad community
00:08:17,00:08:19,of accordion officials.
00:08:19,00:08:20,And it's actually true.
00:08:20,00:08:23,"There are 10,000 accordions buried under a park."
00:08:23,00:08:26,I feel like you would need that ending for the documentary to work.
00:08:26,00:08:30,"Oh, yeah. Do you reckon the docker makers went in the middle of the night"
00:08:30,00:08:32,and dug some holes and put some accordions in there?
00:08:32,00:08:32,Very true.
00:08:32,00:08:33,Very true.
00:08:33,00:08:35,"You'd hear them, though, in the night putting them in when you..."
00:08:35,00:08:40,Where's the mute button on this bastard?
00:08:40,00:08:46,"If you ever, in 10,000 years, if someone digs up that parking lot,"
00:08:46,00:08:49,they'll probably think like the king of tedious annoying instruments
00:08:49,00:08:50,was buried there.
00:08:50,00:08:51,Yeah.
00:08:51,00:08:52,Yes.
00:08:52,00:08:54,You're so right. Do you think all kind of Egyptian pyramids
00:08:54,00:08:57,were actually like people had too many to what do you get?
00:08:57,00:08:58,"Very bricks, too many."
00:08:58,00:09:00,She's probably a pile.
00:09:00,00:09:02,"Yeah, I know that pile."
00:09:02,00:09:04,It's a slightly neater pile.
00:09:04,00:09:06,"Stop inside them, but yeah."
00:09:06,00:09:09,"All right, moving on. Let's have a fact."
00:09:09,00:09:11,Let's have a pie from Haley Wilson.
00:09:11,00:09:12,"And she's titled this,"
00:09:12,00:09:15,"""Ozzy bystanders spooked by boobs"""
00:09:15,00:09:18,means women less likely to receive CPR than men.
00:09:18,00:09:19,"And basically, it's..."
00:09:19,00:09:21,"Oh, yes, yes."
00:09:21,00:09:23,"When you sort of think it back in your head, it does make sense."
00:09:23,00:09:27,And her fact is that CPR training dummies with boobs on them
00:09:27,00:09:31,are now being used at surf lifesaving clubs in New South Wales
00:09:31,00:09:35,because women are less likely to receive CPR.
00:09:35,00:09:37,They're 10% less likely to receive it
00:09:37,00:09:40,and 50% less likely to receive defibrillation
00:09:40,00:09:42,from bystanders in an emergency
00:09:42,00:09:46,because reasons cited were people a bit scared of the boobs.
00:09:46,00:09:51,"I think, ironically, these have been made for, like, slightly prudish people"
00:09:51,00:09:54,but probably going to be utilized by perverts.
00:09:54,00:09:56,You know?
00:09:56,00:09:58,That's one of our minds.
00:09:58,00:10:02,"Yeah, they've almost already disappeared, it does say."
00:10:02,00:10:05,"You don't use tugs for the kiss of life, Dan."
00:10:05,00:10:09,There's a good punch line.
00:10:09,00:10:12,The initiative is called CPR.
00:10:13,00:10:16,"CPR, CPR, CPR, H-E-R."
00:10:16,00:10:17,H-E-R.
00:10:17,00:10:18,Should we call CPR?
00:10:18,00:10:20,That's a better one.
00:10:20,00:10:21,Good.
00:10:21,00:10:23,You should have been on the PR team.
00:10:23,00:10:24,Then they don't let me know the dolls that we've looked at.
00:10:24,00:10:32,"Okay, here is another one about body parts questionable."
00:10:32,00:10:38,It's by Auri Fulger and Auri says that eye drops made from pig semen
00:10:38,00:10:43,"deliver cancer treatment to mice, so many things in that fact."
00:10:43,00:10:44,"Bit of a headline, really."
00:10:44,00:10:44,Yeah.
00:10:44,00:10:49,"This is an interesting thing, I think, because I read this article"
00:10:49,00:10:55,week or two ago and immediately put it in my file of possible headlines for fish.
00:10:55,00:10:55,Okay.
00:10:55,00:10:58,But now it's come in from an audience member.
00:10:58,00:11:00,I think that could be a problem in future.
00:11:00,00:11:03,"If our audience gets better and better at finding facts,"
00:11:03,00:11:05,we're going to have none left for ourselves.
00:11:05,00:11:07,"We might become what Anna said at the top of the show,"
00:11:07,00:11:09,"just entirely an audience fact show, yeah."
00:11:09,00:11:10,Lovely.
00:11:10,00:11:16,Maybe. So what this is is that there's a type of cancer called a retino blastoma.
00:11:16,00:11:20,It's very hard to get the medicine to it.
00:11:20,00:11:24,And what they've managed to do is take advantage of the fact that sperm can penetrate eggs.
00:11:24,00:11:28,"But instead of penetrating the eggs, they penetrate the eye."
00:11:28,00:11:29,Amazing.
00:11:29,00:11:35,"And it's basically a part of the sperm called exosomes, which are tiny little bubbles of fat,"
00:11:35,00:11:37,which can send the proteins into the egg.
00:11:37,00:11:39,"They've not tried this in humans yet, but they think that"
00:11:39,00:11:41,it seems to work in mice.
00:11:41,00:11:43,And so why not try it in humans?
00:11:43,00:11:46,I don't think it's you actually get a pig sperm.
00:11:46,00:11:49,I think it's like you extract these proteins from it.
00:11:49,00:11:52,And then you attach those onto some egg ajali or something.
00:11:52,00:11:53,I don't know.
00:11:53,00:11:53,Wow.
00:11:53,00:11:54,And send it through that way.
00:11:54,00:11:55,Yeah.
00:11:55,00:11:57,And whose job is it to masturbate the pig?
00:11:57,00:12:01,In this...
00:12:01,00:12:02,Call Rebecca Luce.
00:12:02,00:12:06,That's an old call back.
00:12:06,00:12:10,"That's a deep cut to pop culture from about 10 years ago, yeah."
00:12:10,00:12:13,Where he first did this podcast 12 years ago.
00:12:13,00:12:16,That would have been of the cutting edge of satire.
00:12:16,00:12:18,I feel like that's so recent still.
00:12:18,00:12:21,Maybe it's because of the only pop culture news I've known about for the last 20 years.
00:12:21,00:12:25,"Yeah, when he time, he has a big moment, like a documentary came out about his life."
00:12:25,00:12:26,She's back in the news.
00:12:26,00:12:27,David Beckham.
00:12:27,00:12:28,Yeah.
00:12:28,00:12:28,Yeah.
00:12:28,00:12:35,"So it's David Beckham's ex-mystress, who was on a reality show and excited a poor sign."
00:12:36,00:12:37,Fellow contestant.
00:12:37,00:12:40,"Yes, a legit ex-mystress."
00:12:40,00:12:41,"Yes, yeah."
00:12:41,00:12:43,She's not allowed in any showings of Peppa Pig.
00:12:43,00:12:49,"Perron David Cameron, go to the same help group, don't they?"
00:12:49,00:12:53,"Right, next up."
00:12:53,00:12:54,"Yes, please."
00:12:54,00:12:56,I got a little etymology one here.
00:12:56,00:12:57,So...
00:12:57,00:12:57,"Oh, thank God."
00:12:57,00:12:59,"As you know, this will be butchered by me."
00:12:59,00:13:03,"But Chris Perry writes in, ""Here's a submission for a little fish."
00:13:03,00:13:09,"If a Welsh rugby team was made up of Joneses, Jenkinses, Davises and Evanses,"
00:13:09,00:13:12,"they would be the least Welsh rugby team ever."""
00:13:12,00:13:13,What?
00:13:13,00:13:13,Yeah.
00:13:13,00:13:15,"What's the most common Welsh name, something?"
00:13:15,00:13:21,"Yeah, but not in the old Welsh alphabet, because the letters V, J and K do not appear"
00:13:21,00:13:23,in the old Welsh alphabet.
00:13:23,00:13:28,And I've got a little chart here that you guys can see of how the Welsh language works.
00:13:28,00:13:35,"You've got ABC and then Cha, D, Double D, E, F, Double F, G, N, G, H, I, L."
00:13:35,00:13:37,"Go straight to L, so we've got no..."
00:13:37,00:13:39,"Sounds like Brawl Slices, doesn't it?"
00:13:39,00:13:40,It does a little bit.
00:13:40,00:13:43,"Double D, I think, has pronounced like an F, isn't it?"
00:13:43,00:13:44,Yeah.
00:13:44,00:13:47,"Like Cardiff, and it's in Double D and Welsh."
00:13:47,00:13:48,"Yes, yeah."
00:13:48,00:13:50,I think it's very good on Welsh.
00:13:50,00:13:55,"But yeah, the thing is with Welsh surnames is that they were..."
00:13:55,00:13:58,They didn't traditionally have surnames in Wales.
00:13:58,00:14:01,But the British forced the surnames on to them.
00:14:01,00:14:06,"And so they all just chose like Evans, Son of Evans or Jones, Son of John."
00:14:06,00:14:10,That's why they've got so few surnames that they're all quite similar.
00:14:10,00:14:12,"William, Son of William, they were just..."
00:14:12,00:14:16,"Yeah, but they could still say those, as in they still had the sounds in their language"
00:14:16,00:14:18,"of those things, they just look like different letters."
00:14:18,00:14:19,"Yeah, exactly."
00:14:19,00:14:23,I think Chris was just enjoying the quirk of the letters that we'd recognise
00:14:23,00:14:26,in today are so prominent in modern Welsh names.
00:14:26,00:14:28,"All right, Chris, just on a clarify."
00:14:28,00:14:30,They could still say those sounds.
00:14:30,00:14:32,"Yeah, we don't want the Welsh right in them."
00:14:32,00:14:34,"Yeah, I should, for his defence, say,"
00:14:34,00:14:36,"""Naturally, this is an interesting insight into a Welsh language,"
00:14:36,00:14:40,"and I would never suggest a Welsh rugby player called Jones is not truly Welsh,"
00:14:40,00:14:42,"at least not to his or her face."""
00:14:42,00:14:43,Absolutely.
00:14:43,00:14:50,I've got another one here.
00:14:50,00:14:55,"It's from Anastasia Patterson, who opens with ""My stupid little fact is."""
00:14:55,00:14:58,"Oh, which I'm going to say. Don't do yourself down, Alistair."
00:14:58,00:15:00,Let us be the judge of that.
00:15:00,00:15:01,Yeah.
00:15:01,00:15:02,So we're about to judge it.
00:15:02,00:15:04,My stupid little fact is that the Australian island state of Tasmania
00:15:04,00:15:08,technically shares an 85 metre land border with Victoria.
00:15:08,00:15:09,Oh.
00:15:09,00:15:11,I actually love stuff.
00:15:11,00:15:13,I love cartography cook-ups.
00:15:13,00:15:16,"Yeah, well, you've been to Tazzy quite a lot of times, right?"
00:15:16,00:15:19,"Yeah, kept trying to find the land border, got very wet."
00:15:19,00:15:20,Yeah.
00:15:20,00:15:21,Is there a night?
00:15:21,00:15:23,"It's like, kind of Ireland belongs to both of them or something."
00:15:23,00:15:26,There is an island which wasn't supposed to be on the land border.
00:15:26,00:15:29,"It's called Boundary Island, so they should have known based on the name."
00:15:29,00:15:32,"No, it didn't used to be on the boundary."
00:15:32,00:15:37,"So in 1801, a guy called Captain John Black made a mapping error,"
00:15:37,00:15:40,"and he determined that this place, which is now called Boundary Island,"
00:15:40,00:15:42,was slightly further north than it actually was.
00:15:42,00:15:45,"And so if it was further north enough, it would just be a Victorian."
00:15:45,00:15:47,"And then they re-measured everything,"
00:15:47,00:15:50,"and they realised the island was actually a bit further south,"
00:15:50,00:15:52,and it's bisected by the border.
00:15:52,00:15:53,So they share it.
00:15:53,00:15:55,"Do they have, like, really hilarious things that happen"
00:15:55,00:15:59,"that the people who live near the border, or, you know, you can buy fireworks on one side"
00:15:59,00:16:01,and have a feel on the other side.
00:16:01,00:16:05,It's just an island where no one lives apart from a few sheep.
00:16:05,00:16:08,I'm afraid it's really an island where literally nothing whatsoever happens.
00:16:08,00:16:10,It's of no consequence whatsoever.
00:16:10,00:16:13,But maybe they'll find a huge oil well beneath it at some point.
00:16:13,00:16:16,"Does it have any, like, natural life of the land"
00:16:16,00:16:19,that might be good for a podcast to play in?
00:16:19,00:16:22,"Like a little raised area where podcasts can do their show,"
00:16:22,00:16:24,and then a little area where some audience can see it.
00:16:24,00:16:28,"Yeah, he didn't specify, but I'm sure we could have something erected."
00:16:28,00:16:31,And this is our next gig.
00:16:31,00:16:35,I think now we probably can't sell out the Sydney Opera House anymore
00:16:35,00:16:35,that we've been insulting.
00:16:35,00:16:38,Australia is quite a lot of the last few months.
00:16:38,00:16:41,"Sorry, but I have to play this island where no one lives."
00:16:41,00:16:44,Is that so you can say we've sold out venues in Victoria and Tasmania?
00:16:44,00:16:47,"Two shows in one, yeah, yeah, that's great."
00:16:48,00:16:54,We did go to New Zealand and the three of us did an episode in a toilet.
00:16:54,00:16:55,"Oh, we did, yeah."
00:16:55,00:16:56,Or just next to the toilet.
00:16:56,00:16:58,"So we are at us three, and he wasn't there."
00:16:58,00:16:59,"Yeah, he wasn't there, yeah."
00:16:59,00:17:01,"So currently we are playing in Mean Doses,"
00:17:01,00:17:04,is the bar it's called.
00:17:04,00:17:06,We're in their toilet with an exclusive episode.
00:17:06,00:17:09,"Yeah, because Buttons was there like this week, right?"
00:17:09,00:17:10,That's right.
00:17:10,00:17:12,"Yeah, so Leon, who was on an episode"
00:17:12,00:17:16,"of one of our live tour shows in New Zealand when Andy was away,"
00:17:16,00:17:20,"he randomly was there any centres of video, and it's still playing in the toilet."
00:17:20,00:17:21,Because this is one that we've...
00:17:21,00:17:22,"I listened to centres a thing in years ago,"
00:17:22,00:17:25,"saying that it can't constantly played no such thing as a fish in the toilets,"
00:17:25,00:17:27,and so we recorded an episode there.
00:17:27,00:17:29,"But they don't play that episode in the toilets, do they?"
00:17:29,00:17:30,They still play our old episodes.
00:17:30,00:17:31,"No, they play that toilet."
00:17:31,00:17:34,"Wait, do they just literally play that one over and over again?"
00:17:34,00:17:35,"If you're listening to this show,"
00:17:35,00:17:39,"and you think you've listened to every single episode of Nosy Sings of Fish,"
00:17:39,00:17:41,"unless you've been in that toilet, you are wrong."
00:17:41,00:17:42,"Yeah, that's true."
00:17:42,00:17:44,"Yeah, they were playing it exclusively,"
00:17:44,00:17:47,but now they've put it on rotation with a few other episodes.
00:17:47,00:17:51,"I think maybe they got some complaints about the repetition, you know?"
00:17:51,00:17:53,"This is the ninth poo I've had in here,"
00:17:53,00:17:55,where I'm listening to the same episode.
00:17:55,00:17:56,"They're like, no, no, that's a different episode."
00:17:56,00:17:59,It's just Andy is still talking about his butt.
00:17:59,00:18:01,Can I say something?
00:18:01,00:18:05,"This is so tangential about toilets that I wonder every single day,"
00:18:05,00:18:07,"and I just wanted to ever listen, has an answer."
00:18:07,00:18:09,"So I often work in a cafe, local cafe,"
00:18:09,00:18:11,and lots of people working in cafes.
00:18:11,00:18:14,"And I always think, do they have special drainage"
00:18:14,00:18:15,sewage systems?
00:18:15,00:18:17,"Because obviously, what people do in cafes, they drink coffee,"
00:18:17,00:18:20,there's no way that every single person in that cafe
00:18:20,00:18:23,"isn't going to the toilet at some point and doing a huge turd, right?"
00:18:23,00:18:27,"And then I always think, if there's many people that are doing that,"
00:18:27,00:18:31,they must have amazing toilets to not be blocked.
00:18:31,00:18:33,"And I just wanted to know if cafes, if that's a thing,"
00:18:33,00:18:35,"if you run a cafe or if you own a cafe,"
00:18:35,00:18:39,if you have to invest in really heavy duty sewage systems.
00:18:39,00:18:40,Interesting.
00:18:40,00:18:42,"No, Nosy Sings of Fish, ask a goal, the big question."
00:18:42,00:18:43,Yeah.
00:18:43,00:18:45,"You don't hear this on the rest of the politics, do you?"
00:18:45,00:18:50,I would love to have Rory Stewart's take.
00:18:50,00:18:53,Shooting in cafe.
00:18:53,00:18:58,"Anyway, any more for any more."
00:18:58,00:18:59,"I think that's enough, I think."
00:18:59,00:19:00,That's good.
00:19:00,00:19:01,Paul will finish on that.
00:19:01,00:19:02,"Good, let us know."
00:19:02,00:19:05,"That was lovely, lovely spending time with all of you here today,"
00:19:05,00:19:09,"and it is now time to give you a little gift,"
00:19:09,00:19:10,some of you a little gift.
00:19:10,00:19:12,"So at the end of our little fish episodes,"
00:19:12,00:19:15,we hand over a fact to very special members
00:19:15,00:19:19,of our top tier of the secret club fish.
00:19:19,00:19:21,And so we're going to give some facts to people
00:19:21,00:19:25,"to be custodians of for the rest of eternity, aren't we?"
00:19:25,00:19:28,"And James, who are you going to give a fact to?"
00:19:28,00:19:34,"Okay, I can offer custodianship of this fact to Timothy Sitt."
00:19:34,00:19:36,Timothy Sitt.
00:19:36,00:19:39,"Well, it's quite appropriate to your name,"
00:19:39,00:19:41,because your fact is that the trailer
00:19:41,00:19:45,for the longest movie ever made is 72 minutes long.
00:19:45,00:19:46,Wow.
00:19:46,00:19:50,And I imagine you would have to sit through it.
00:19:50,00:19:50,Timothy.
00:19:50,00:19:52,You wouldn't want to be standing.
00:19:52,00:19:53,No.
00:19:53,00:19:54,"All right, here's another one."
00:19:54,00:19:56,This goes out to Eric Olafson.
00:19:56,00:19:58,"And your fact is, in the middle ages,"
00:19:58,00:20:00,lots of churches had statues of Jesus
00:20:00,00:20:01,which had moving arms
00:20:01,00:20:04,so he could be taken down from the cross and carried around.
00:20:04,00:20:07,What's really cool about that is Eric Olafson.
00:20:07,00:20:09,Sounds like he's from the middle ages.
00:20:09,00:20:10,Doesn't he?
00:20:10,00:20:15,We're already very much on the line
00:20:15,00:20:17,taking the piss out of Welsh surnames.
00:20:17,00:20:19,I don't think we should go up to Scandinavia now.
00:20:19,00:20:22,I'm sure Olafson is a perfectly normal name.
00:20:22,00:20:24,It just sounds pre-Norman.
00:20:24,00:20:28,I do remember this one.
00:20:28,00:20:30,"This was one of my favourite facts we've ever done, actually."
00:20:30,00:20:31,"This is your fact, I think, down, wasn't it?"
00:20:31,00:20:33,"That's right, it was Andy's."
00:20:33,00:20:37,I've never been able to tell the difference between you two.
00:20:37,00:20:40,"I will take the next fact, shall I?"
00:20:40,00:20:42,So here's a fact for Holly Miller.
00:20:42,00:20:43,Okay.
00:20:43,00:20:45,"Holly Miller, guard this fact"
00:20:45,00:20:47,twice in its history.
00:20:47,00:20:49,America has been run by a shepherd.
00:20:49,00:20:51,"Oh, nice."
00:20:51,00:20:52,That's nice.
00:20:52,00:20:55,"Yeah, with the flock of sheep."
00:20:55,00:20:56,Who would have been?
