start_hhmmss,end_hhmmss,text
00:04:24,00:04:27,that you guys don't even know about.
00:04:27,00:04:31,"So he wasn't the first person to walk from John the Grotesque to Lansendor or vice versa,"
00:04:31,00:04:32,right?
00:04:32,00:04:35,"He was the first to do it with a wheelbarrow, I think."
00:04:35,00:04:42,"But there was a pair of brothers called Robert and John Naylor, who first did it in 1871."
00:04:42,00:04:43,And they wrote a book about it.
00:04:43,00:04:46,And so that became quite famous.
00:04:46,00:04:49,"The book was called, I don't know what the book was called."
00:04:49,00:04:50,I've got it.
00:04:50,00:04:52,It was called from John the Grotesque to Lansendor.
00:04:52,00:04:53,"Oh, okay."
00:04:53,00:04:54,Yeah.
00:04:54,00:04:55,Right.
00:04:55,00:05:02,"But what they did, we've said it's about 800 miles, but they walked 1,372 miles because they"
00:05:02,00:05:06,just kept going on little details if there's something nice around the corner.
00:05:06,00:05:07,"God, that would be so annoying."
00:05:07,00:05:11,"Was there one of them who was always saying, oh, go and look at this, because I hate don't"
00:05:11,00:05:12,you hate being on a walk with that person?
00:05:12,00:05:13,"No, I am that person."
00:05:13,00:05:14,"Yeah, absolutely."
00:05:14,00:05:17,"I mean, too, I think I can see an information board over there."
00:05:17,00:05:19,Let's just pop over and read it.
00:05:19,00:05:21,"Yeah, people were doing it all over the shop after that, weren't they?"
00:05:21,00:05:30,"It was very popular and people did variations of it, lots of dogs did it, people with their"
00:05:30,00:05:33,"own, as it wasn't like a separate dog contest."
00:05:33,00:05:34,There was a woman called Rosa Simmons.
00:05:34,00:05:35,Did you guys read about her?
00:05:35,00:05:36,"No, no."
00:05:36,00:05:43,"Again, it's pre-TV and pre-women having jobs days, so she, between 1902 and 1907, she did it"
00:05:43,00:05:46,"seven times, but she didn't do the John the Grotesque to Lansend, she did, because she lived"
00:05:46,00:05:51,"in London, so she had to get to the start point and the end point, so she did London to John"
00:05:51,00:05:53,the Grotesque to Lansend to London seven times.
00:05:53,00:05:54,"Oh, my God."
00:05:54,00:05:57,"Two of the years, she did it twice every summer."
00:05:57,00:06:01,"So you know, she did 25 days on the hook of doing that whole thing and then thought I'll do it"
00:06:01,00:06:02,again.
00:06:02,00:06:07,"And she said that it really kind of cured her, that unvegetarianism, of being very sickly."
00:06:07,00:06:08,"Oh, okay."
00:06:08,00:06:09,You haven't mentioned this.
00:06:09,00:06:10,She was sick.
00:06:10,00:06:12,Just a casual cure.
00:06:12,00:06:13,Yeah.
00:06:13,00:06:15,I was reading about John the Grotes.
00:06:15,00:06:21,It seems to have been named after a 15th century Dutchman called Jan de Groot or John
00:06:21,00:06:26,"of Groot, and he used to apply a ferry between the Scottish mainland and Orkney, so he supposedly"
00:06:26,00:06:31,"had a house there, which has, since been knocked down, there's a hotel sitting on it today."
00:06:31,00:06:35,And it was him and seven other members of his family who had all their families there.
00:06:35,00:06:40,And they used to have a dispute when they got together for big meals who sat at the head
00:06:40,00:06:41,of the table.
00:06:41,00:06:46,So what they ended up building is an octagon building with eight doors.
00:06:46,00:06:52,"Well, I've landed MMA fights to decide who exactly they had eight doors to the house."
00:06:52,00:06:55,Because I think what didn't they also have fights about who had precedence when you
00:06:55,00:06:58,entered the house before even sitting at the table?
00:06:58,00:06:59,Exactly.
00:06:59,00:07:01,"It was just, it was a whole thing about, I'm the major person in this family."
00:07:01,00:07:05,I think this family's got problems that are beyond the structural.
00:07:05,00:07:06,Are you sure?
00:07:06,00:07:10,"And because I thought at the start of the sentence, you were going to say, ""I see a format."""
00:07:10,00:07:11,Okay.
00:07:11,00:07:14,Now we're talking.
00:07:14,00:07:17,And so what would happen is they would open the eight doors.
00:07:17,00:07:21,"The heads would walk in, and there would be eight tables that were positioned facing each"
00:07:21,00:07:24,"other, each of which had a head at the top."
00:07:24,00:07:26,"And so they could each sit at like an asterisk, like an asterisk."
00:07:26,00:07:27,Exactly.
00:07:27,00:07:28,Wait.
00:07:28,00:07:29,It's not just eight people coming in.
00:07:29,00:07:30,"No, no."
00:07:30,00:07:31,And their family's.
00:07:31,00:07:32,"Oh, okay."
00:07:32,00:07:33,Yes.
00:07:33,00:07:34,I think eight doors is nuts.
00:07:34,00:07:35,I'm sorry.
00:07:35,00:07:40,"Oh, I don't think I pitched that as a story of logic and why are we all doing that?"
00:07:40,00:07:41,I don't agree.
00:07:41,00:07:42,That was nuts.
00:07:42,00:07:43,"But yeah, John not brought it."
00:07:43,00:07:46,"It was very rundown, John Agrotes, for a long time."
00:07:46,00:07:48,I think it's a fair bit nicer now.
00:07:48,00:07:49,Nice.
00:07:49,00:07:55,"It's the most dismal place in Scotland by a magazine, it's got a magazine called Urban Realm."
00:07:55,00:07:57,You had to pay a tenor to have your photo taken with the sign.
00:07:57,00:08:01,"Yeah, there's a famous sign saying this far to London, this far to London."
00:08:01,00:08:02,Tenor.
00:08:02,00:08:05,"Yeah, and those days as well, in Scotland as well."
00:08:05,00:08:06,Yeah.
00:08:06,00:08:07,That was until 2013.
00:08:07,00:08:10,I think there is now a free sign that you can have your picture taken out.
00:08:10,00:08:13,"But yeah, that was because you know, I guess the bloke had to go and get the sign out of"
00:08:13,00:08:14,the shed or whatever.
00:08:14,00:08:15,No.
00:08:15,00:08:16,It's just tough.
00:08:16,00:08:17,It's tough times.
00:08:17,00:08:18,"Put it in the ground, mate."
00:08:18,00:08:26,"It says like, landsend 874 miles or something, because that's, if you go by road, that's how long"
00:08:26,00:08:27,it takes.
00:08:27,00:08:28,I think that's what it says.
00:08:28,00:08:35,"But that is the old version that it was 874 miles and now it's 814 miles, so it's actually"
00:08:35,00:08:40,60 miles shorter distance than it was when people were doing it 100 and a half years ago.
00:08:40,00:08:41,Right.
00:08:41,00:08:42,Are we riddling me this?
00:08:42,00:08:43,It can do.
00:08:43,00:08:44,Okay.
00:08:44,00:08:45,Coastal erosion.
00:08:45,00:08:46,Oh.
00:08:46,00:08:47,Yes.
00:08:47,00:08:52,"Each coast has been eroded by 30 miles, and that part of the country has disappeared."
00:08:52,00:08:54,Final hours of look at it in Chris.
00:08:54,00:08:55,Chris.
00:08:55,00:08:58,"Until last time you watched it, it's been a million years."
00:08:58,00:09:01,It's been gone for like a decade.
00:09:01,00:09:05,"Well, it's got to be just highways tunnels kind of thing."
00:09:05,00:09:06,It's bridges.
00:09:06,00:09:11,"The Seven Bridge is a big one, because actually if you go from landsend to Jonah Groats, you"
00:09:11,00:09:13,go through Wales for a little bit of it.
00:09:13,00:09:17,So you go off the Seven Bridge and then you're in Wales for a tiny bit and then you go
00:09:17,00:09:20,up the west coast of England.
00:09:20,00:09:23,"But yeah, the Seven Bridge, there's a few other bridges, the Kesset Bridge, Chromacy Bridge,"
00:09:23,00:09:25,the Donut Firth Bridge.
00:09:25,00:09:28,"They've all shot in the route that you have to take, whereas you used to have to go round"
00:09:28,00:09:29,these rivers.
00:09:29,00:09:31,"Oh, to the round river, isn't it?"
00:09:31,00:09:32,Yeah.
00:09:32,00:09:34,You just have to wait until there's a Ford that you can get over.
00:09:34,00:09:35,The Ford.
00:09:35,00:09:36,Yeah.
00:09:36,00:09:37,Okay.
00:09:37,00:09:39,That's amazing that our country's got smaller on the inside due to infrastructure.
00:09:39,00:09:40,I think that's really cool.
00:09:40,00:09:41,Yeah.
00:09:41,00:09:42,Yeah.
00:09:42,00:09:43,It's more than by some measures.
00:09:43,00:09:48,I think that it's not actually the most northerly point and nor is landsend the most
00:09:48,00:09:50,south-westernly point.
00:09:50,00:09:51,So not none of it's true.
00:09:51,00:09:52,Is it?
00:09:52,00:09:53,It's all rubbish.
00:09:53,00:09:56,"It's actually nearby Dunnett Head, near Jonah Groats, which is the most northerly point,"
00:09:56,00:09:58,but I think it's just a bit less accessible.
00:09:58,00:10:03,I think the guy who had that sign charged £12 a picture.
00:10:03,00:10:06,And the longest journey possible in the UK isn't even that route.
00:10:06,00:10:11,"It's landsend to Duncan's Behead because that's another Basin Scotland, which is further"
00:10:11,00:10:12,away.
00:10:12,00:10:17,"And also, what's great Britain's westernmost point?"
00:10:17,00:10:20,"Well, you want us to say something Cornish because it feels like it's big."
00:10:20,00:10:21,I do want you to say something Cornish.
00:10:21,00:10:25,"But it's probably that we're at an angle, so it's somewhere in Scotland."
00:10:25,00:10:26,Yeah.
00:10:26,00:10:27,It's in Scotland.
00:10:27,00:10:30,"I'll add an American point on the west coast of Scotland, which is when you look at almost"
00:10:30,00:10:35,"any map of Britain, obviously Cornwall sticks project massively, but again, our maps"
00:10:35,00:10:36,"are screwed, aren't they?"
00:10:36,00:10:37,"Britain's doing a wheelie, basically."
00:10:37,00:10:38,Yes.
00:10:38,00:10:39,Yeah.
00:10:39,00:10:40,Right.
00:10:40,00:10:41,Which is how they did the wheelbarrow as well.
00:10:41,00:10:42,Yeah.
00:10:42,00:10:45,"This is one, which of these has taken less time."
00:10:45,00:10:46,OK.
00:10:46,00:10:49,The record for the penny-farthing journey.
00:10:49,00:10:51,So that's on a giant wheel.
00:10:51,00:10:53,"It's like a weird looking bicycle, old school."
00:10:53,00:10:54,Yeah.
00:10:54,00:10:55,Yeah.
00:10:55,00:10:56,Penny-farthing?
00:10:56,00:10:59,Or some people might not know it.
00:10:59,00:11:04,"For overseas listeners, we actually, we all compute some of those."
00:11:04,00:11:07,You can get an app and just hire a penny-farthing.
00:11:07,00:11:08,Yeah.
00:11:08,00:11:09,So penny-farthing.
00:11:09,00:11:15,"The fastest shed record, or skipping with a skipping rope."
00:11:15,00:11:17,"The fastest shed record, going with it carrying a shed?"
00:11:17,00:11:21,"No, that would be a motorised with wheels, I'm guessing, because we've done speed records"
00:11:21,00:11:22,for shed before.
00:11:22,00:11:27,"For overseas listeners, those of us who can't afford to get a penny-farthing app, we"
00:11:27,00:11:28,actually get a shed app.
00:11:28,00:11:31,"There's a few people getting those, but that's why it's a bit cheaper."
00:11:31,00:11:33,"And you drill holes in the bottom, you put your legs through, and then everyone just"
00:11:33,00:11:34,runs.
00:11:34,00:11:36,"Like the fun stuff, yeah."
00:11:36,00:11:37,What was the third one?
00:11:37,00:11:38,The shed.
00:11:38,00:11:39,Skipping rope.
00:11:39,00:11:40,As in...
00:11:40,00:11:41,Yeah.
00:11:41,00:11:42,We need to explain.
00:11:42,00:11:43,For those of us who haven't been...
00:11:43,00:11:44,For those of us who haven't been.
00:11:44,00:11:45,For those of us who haven't been.
00:11:45,00:11:46,For those of us who haven't been.
00:11:46,00:11:47,For those of us who haven't been...
00:11:47,00:11:48,For those of us who haven't been.
00:11:48,00:11:49,For those of us who haven't been.
00:11:49,00:11:50,For those of us who haven't been.
00:11:50,00:11:51,For those of us who haven't been.
00:11:51,00:11:52,For those of us who haven't been.
00:11:52,00:11:53,For those of us who haven't been.
00:11:53,00:11:54,For those of us who haven't been.
00:11:54,00:11:55,For those of us who haven't been.
00:11:55,00:11:56,For those of us who haven't been.
00:11:56,00:11:57,For those of us who haven't been.
00:11:57,00:11:58,For those of us who haven't been.
00:11:58,00:11:59,For those of us who haven't been.
00:11:59,00:12:00,For those of us who haven't been.
00:12:00,00:12:01,For those of us who haven't been.
00:12:01,00:12:02,For those of us who haven't been.
00:12:02,00:12:03,For those of us who haven't been.
00:12:03,00:12:04,For those of us who haven't been.
00:12:04,00:12:05,For those of us who haven't been.
00:12:05,00:12:06,For those of us who haven't been.
00:12:06,00:12:07,For those of us who haven't been.
00:12:07,00:12:08,For those of us who haven't been.
00:12:08,00:12:09,For those of us who haven't been.
00:12:09,00:12:10,For those of us who haven't been.
00:12:10,00:12:11,For those of us who haven't been.
00:12:11,00:12:12,For those of us who haven't been.
00:12:12,00:12:13,For those of us who haven't been.
00:12:13,00:12:14,For those of us who haven't been.
00:12:14,00:12:15,For those of us who haven't been.
00:12:15,00:12:16,For those of us who haven't been.
00:12:16,00:12:17,For those of us who haven't been.
00:12:17,00:12:18,For those of us who haven't been.
00:12:18,00:12:19,For those of us who haven't been.
00:12:19,00:12:20,For those of us who haven't been.
00:12:20,00:12:21,For those of us who haven't been.
00:12:21,00:12:22,For those of us who haven't been.
00:12:22,00:12:23,For those of us who haven't been.
00:12:23,00:12:24,For those of us who haven't been.
00:12:24,00:12:25,For those of us who haven't been.
00:12:25,00:12:26,For those of us who haven't been.
00:12:26,00:12:27,For those of us who haven't been.
00:12:27,00:12:28,For those of us who haven't been.
00:12:28,00:12:29,For those of us who haven't been.
00:12:29,00:12:30,For those of us who haven't been.
00:12:30,00:12:31,For those of us who haven't been.
00:12:31,00:12:32,For those of us who haven't been.
00:12:32,00:12:33,For those of us who haven't been.
00:12:33,00:12:34,For those of us who haven't been.
00:12:34,00:12:35,For those of us who haven't been.
00:12:35,00:12:36,For those of us who haven't been.
00:12:36,00:12:37,For those of us who haven't been.
00:12:37,00:12:38,For those of us who haven't been.
00:12:38,00:12:39,For those of us who haven't been.
00:12:39,00:12:40,For those of us who haven't been.
00:12:40,00:12:41,For those of us who haven't been.
00:12:41,00:12:42,For those of us who haven't been.
00:12:42,00:12:43,For those of us who haven't been.
00:12:43,00:12:44,For those of us who haven't been.
00:12:44,00:12:45,For those of us who haven't been.
00:12:45,00:12:46,For those of us who haven't been.
00:12:46,00:12:47,For those of us who haven't been.
00:12:47,00:12:48,For those of us who haven't been.
00:12:48,00:12:49,For those of us who haven't been.
00:12:49,00:12:50,For those of us who haven't been.
00:12:50,00:12:51,For those of us who haven't been.
00:12:51,00:12:52,For those of us who haven't been.
00:12:52,00:12:53,For those of us who haven't been.
00:12:53,00:12:54,For those of us who haven't been.
00:12:54,00:12:55,For those of us who haven't been.
00:12:55,00:12:56,For those of us who haven't been.
00:12:56,00:12:57,For those of us who haven't been.
00:12:57,00:12:58,For those of us who haven't been.
00:12:58,00:12:59,For those of us who haven't been.
00:12:59,00:13:00,For those of us who haven't been.
00:13:00,00:13:01,The car with planks on it.
00:13:01,00:13:01,The car with planks on it.
00:13:01,00:13:01,The car with planks on it.
00:13:01,00:13:02,The car with planks on it.
00:13:02,00:13:03,The car with planks on it.
00:13:03,00:13:04,The car with planks on it.
00:13:04,00:13:05,The car with planks on it.
00:13:05,00:13:06,The car with planks on it.
00:13:06,00:13:07,The car with planks on it.
00:13:07,00:13:08,The car with planks on it.
00:13:08,00:13:09,The car with planks on it.
00:13:09,00:13:10,The car with planks on it.
00:13:10,00:13:11,The car with planks on it.
00:13:11,00:13:12,The car with planks on it.
00:13:12,00:13:13,The car with planks on it.
00:13:13,00:13:14,The car with planks on it.
00:13:14,00:13:15,The car with planks on it.
00:13:15,00:13:16,The car with planks on it.
00:13:16,00:13:16,The car with planks on it.
00:13:16,00:13:17,The car with planks on it.
00:13:17,00:13:18,The car with planks on it.
00:13:18,00:13:19,The car with planks on it.
00:13:19,00:13:20,The car with planks on it.
00:13:20,00:13:21,The car with planks on it.
00:13:21,00:13:22,The car with planks on it.
00:13:22,00:13:23,The car with planks on it.
00:13:23,00:13:24,The car with planks on it.
00:13:24,00:13:25,The car with planks on it.
00:13:25,00:13:26,The car with planks on it.
00:13:26,00:13:27,The car with planks on it.
00:13:27,00:13:28,The car with planks on it.
00:13:28,00:13:29,The car with planks on it.
00:13:29,00:13:30,The car with planks on it.
00:13:30,00:13:31,The car with planks on it.
00:13:31,00:13:32,The car with planks on it.
00:13:32,00:13:33,The car with planks on it.
00:13:33,00:13:34,The car with planks on it.
00:13:34,00:13:35,The car with planks on it.
00:13:35,00:13:36,The car with planks on it.
00:13:36,00:13:37,The car with planks on it.
00:13:37,00:13:38,The car with planks on it.
00:13:38,00:13:39,The car with planks on it.
00:13:39,00:13:40,The car with planks on it.
00:13:40,00:13:41,The car with planks on it.
00:13:41,00:13:42,The car with planks on it.
00:13:42,00:13:43,The car with planks on it.
00:13:43,00:13:44,The car with planks on it.
00:13:44,00:13:45,The car with planks on it.
00:13:45,00:13:46,The car with planks on it.
00:13:46,00:13:47,The car with planks on it.
00:13:47,00:13:48,The car with planks on it.
00:13:48,00:13:49,The car with planks on it.
00:13:49,00:13:50,The car with planks on it.
00:13:50,00:13:51,The car with planks on it.
00:13:51,00:13:52,The car with planks on it.
00:13:52,00:13:53,The car with planks on it.
00:13:53,00:13:54,The car with planks on it.
00:13:54,00:13:55,The car with planks on it.
00:13:55,00:13:56,The car with planks on it.
00:13:56,00:13:57,The car with planks on it.
00:13:57,00:13:58,The car with planks on it.
00:13:58,00:13:59,The car with planks on it.
00:13:59,00:14:00,The car with planks on it.
00:14:00,00:14:01,The car with planks on it.
00:14:01,00:14:02,The car with planks on it.
00:14:02,00:14:03,The car with planks on it.
00:14:03,00:14:04,And if it's a good out of bolts of rubber.
00:14:04,00:14:05,And if it's a good out of bolts of rubber.
00:14:05,00:14:06,And if it's a good out of bolts of rubber.
00:14:06,00:14:07,And if it's a good out of bolts of rubber.
00:14:07,00:14:08,And if it's a good out of bolts of rubber.
00:14:08,00:14:09,And if it's a good out of bolts of rubber.
00:14:09,00:14:10,And if it's a good out of bolts of rubber.
00:14:10,00:14:11,And if it's a good out of bolts of rubber.
00:14:11,00:14:12,And if it's a good out of bolts of rubber.
00:14:12,00:14:13,And if it's a good out of bolts of rubber.
00:14:13,00:14:14,And if it's a good out of bolts of rubber.
00:14:14,00:14:15,And if it's a good out of bolts of rubber.
00:14:15,00:14:16,And if it's a good out of bolts of rubber.
00:14:16,00:14:17,And if it's a good out of bolts of rubber.
00:14:17,00:14:18,And if it's a good out of bolts of rubber.
00:14:18,00:14:30,And if it's a good out of bolts of rubber.
00:14:30,00:14:31,And if it's a good out of bolts of rubber.
00:14:31,00:14:32,And if it's a good out of bolts of rubber.
00:14:32,00:14:33,And if it's a good out of bolts of rubber.
00:14:33,00:14:34,And if it's a good out of bolts of rubber.
00:14:34,00:14:35,And if it's a good out of bolts of rubber.
00:14:35,00:14:36,And if it's a good out of bolts of rubber.
00:14:36,00:14:37,And if it's a good out of bolts of rubber.
00:14:37,00:14:38,And if it's a good out of bolts of rubber.
00:14:38,00:14:39,And if it's a good out of bolts of rubber.
00:14:39,00:14:40,And if it's a good out of bolts of rubber.
00:14:40,00:14:41,And if it's a good out of bolts of rubber.
00:14:41,00:14:42,And if it's a good out of bolts of rubber.
00:14:42,00:14:43,And if it's a good out of bolts of rubber.
00:14:43,00:14:44,And if it's a good out of bolts of rubber.
00:14:44,00:14:55,And if it's a good out of bolts of rubber.
00:14:55,00:14:56,And if it's a good out of bolts of rubber.
00:14:56,00:14:57,And if it's a good out of bolts of rubber.
00:14:57,00:14:58,And if it's a good out of bolts of rubber.
00:14:58,00:14:59,And if it's a good out of bolts of rubber.
00:14:59,00:15:00,And if it's a good out of bolts of rubber.
00:15:00,00:15:01,And if it's a good out of bolts of rubber.
00:15:01,00:15:02,And if it's a good out of bolts of rubber.
00:15:02,00:15:03,And if it's a good out of bolts of rubber.
00:15:03,00:15:04,And if it's a good out of bolts of rubber.
00:15:04,00:15:05,And if it's a good out of bolts of rubber.
00:15:05,00:15:06,And if it's a good out of bolts of rubber.
00:15:06,00:15:07,And if it's a good out of bolts of rubber.
00:15:07,00:15:08,And if it's a good out of bolts of rubber.
00:15:08,00:15:09,And if it's a good out of bolts of rubber.
00:15:09,00:15:19,And if it's a good out of bolts of rubber.
00:15:19,00:15:20,And if it's a good out of bolts of rubber.
00:15:20,00:15:21,And if it's a good out of bolts of rubber.
00:15:21,00:15:22,And if it's a good out of bolts of rubber.
00:15:22,00:15:23,And if it's a good out of bolts of rubber.
00:15:23,00:15:24,And if it's a good out of bolts of rubber.
00:15:24,00:15:25,And if it's a good out of bolts of rubber.
00:15:25,00:15:26,And if it's a good out of bolts of rubber.
00:15:26,00:15:27,And if it's a good out of bolts of rubber.
00:15:27,00:15:28,And if it's a good out of bolts of rubber.
00:15:28,00:15:29,And if it's a good out of bolts of rubber.
00:15:29,00:15:30,And if it's a good out of bolts of rubber.
00:15:30,00:15:31,And if it's a good out of bolts of rubber.
00:15:31,00:15:32,And if it's a good out of bolts of rubber.
00:15:32,00:15:33,And if it's a good out of bolts of rubber.
00:15:33,00:15:43,And if it's a good out of bolts of rubber.
00:15:43,00:15:44,And if it's a good out of bolts of rubber.
00:15:44,00:15:45,And if it's a good out of bolts of rubber.
00:15:45,00:15:46,And if it's a good out of bolts of rubber.
00:15:46,00:15:47,And if it's a good out of bolts of rubber.
00:15:47,00:15:48,And if it's a good out of bolts of rubber.
00:15:48,00:15:49,And if it's a good out of bolts of rubber.
00:15:49,00:15:50,And if it's a good out of bolts of rubber.
00:15:50,00:15:51,And if it's a good out of bolts of rubber.
00:15:51,00:15:52,And if it's a good out of bolts of rubber.
00:15:52,00:15:53,And if it's a good out of bolts of rubber.
00:15:53,00:15:54,And if it's a good out of bolts of rubber.
00:15:54,00:15:55,And if it's a good out of bolts of rubber.
00:15:55,00:15:56,And if it's a good out of bolts of rubber.
00:15:56,00:15:57,And if it's a good out of bolts of rubber.
00:15:57,00:16:09,And if it's a good out of bolts of rubber.
00:16:09,00:16:10,And if it's a good out of bolts of rubber.
00:16:10,00:16:11,And if it's a good out of bolts of rubber.
00:16:11,00:16:12,And if it's a good out of bolts of rubber.
00:16:12,00:16:13,And if it's a good out of bolts of rubber.
00:16:13,00:16:14,And if it's a good out of bolts of rubber.
00:16:14,00:16:15,And if it's a good out of bolts of rubber.
00:16:15,00:16:16,And if it's a good out of bolts of rubber.
00:16:16,00:16:17,And if it's a good out of bolts of rubber.
00:16:17,00:16:18,And if it's a good out of bolts of rubber.
00:16:18,00:16:19,And if it's a good out of bolts of rubber.
00:16:19,00:16:20,And if it's a good out of bolts of rubber.
00:16:20,00:16:21,And if it's a good out of bolts of rubber.
00:16:21,00:16:22,And if it's a good out of bolts of rubber.
00:16:22,00:16:23,And if it's a good out of bolts of rubber.
00:16:23,00:16:33,And if it's a good out of bolts of rubber.
00:16:33,00:16:35,And if it's a good out of bolts of rubber.
